Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Demand_Rank,Demand_Contribution,Demand_Change,Demand_Growth
P1,365,Perfect Fitness Perfect Rip Deck,2015-02-08,468,1.0,0.5109170305676856,-54.0,-0.1034482758620689
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-02-08,220,2.0,0.2401746724890829,-27.0,-0.1093117408906882
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-02-08,189,3.0,0.2063318777292576,41.0,0.277027027027027
P1,172,Nike Women's Tempo Shorts,2015-02-08,9,4.0,0.009825327510917,5.0,1.25
P1,273,Under Armour Kids' Mercenary Slide,2015-02-08,9,4.0,0.009825327510917,4.0,0.8
P1,276,Under Armour Women's Ignite Slide,2015-02-08,8,5.0,0.0087336244541484,1.0,0.1428571428571428
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-02-08,4,6.0,0.0043668122270742,-5.0,-0.5555555555555556
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-02-08,4,6.0,0.0043668122270742,-5.0,-0.5555555555555556
P1,278,Under Armour Men's Compression EV SL Slide,2015-02-08,4,6.0,0.0043668122270742,-4.0,-0.5
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-02-08,1,7.0,0.0010917030567685,-3.0,-0.75
P1,365,Perfect Fitness Perfect Rip Deck,2015-02-15,509,1.0,0.5496760259179265,41.0,0.0876068376068376
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-02-15,232,2.0,0.2505399568034557,12.0,0.0545454545454545
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-02-15,145,3.0,0.1565874730021598,-44.0,-0.2328042328042328
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-02-15,11,4.0,0.0118790496760259,10.0,10.0
P1,172,Nike Women's Tempo Shorts,2015-02-15,9,5.0,0.009719222462203,0.0,0.0
P1,273,Under Armour Kids' Mercenary Slide,2015-02-15,9,5.0,0.009719222462203,0.0,0.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-02-15,5,6.0,0.0053995680345572,1.0,0.25
P1,278,Under Armour Men's Compression EV SL Slide,2015-02-15,5,6.0,0.0053995680345572,1.0,0.25
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-02-15,1,7.0,0.0010799136069114,-3.0,-0.75
P1,276,Under Armour Women's Ignite Slide,2015-02-15,0,8.0,0.0,-8.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-02-22,510,1.0,0.5193482688391039,1.0,0.0019646365422396
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-02-22,282,2.0,0.2871690427698574,50.0,0.2155172413793103
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-02-22,143,3.0,0.1456211812627291,-2.0,-0.0137931034482758
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-02-22,15,4.0,0.015274949083503,4.0,0.3636363636363636
P1,172,Nike Women's Tempo Shorts,2015-02-22,9,5.0,0.0091649694501018,0.0,0.0
P1,278,Under Armour Men's Compression EV SL Slide,2015-02-22,9,5.0,0.0091649694501018,4.0,0.8
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-02-22,7,6.0,0.0071283095723014,6.0,6.0
P1,276,Under Armour Women's Ignite Slide,2015-02-22,7,6.0,0.0071283095723014,7.0,
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-02-22,0,7.0,0.0,-5.0,-1.0
P1,273,Under Armour Kids' Mercenary Slide,2015-02-22,0,7.0,0.0,-9.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-03-01,544,1.0,0.5528455284552846,34.0,0.0666666666666666
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-01,228,2.0,0.2317073170731707,-54.0,-0.1914893617021276
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-03-01,170,3.0,0.1727642276422764,27.0,0.1888111888111888
P1,273,Under Armour Kids' Mercenary Slide,2015-03-01,10,4.0,0.0101626016260162,10.0,
P1,278,Under Armour Men's Compression EV SL Slide,2015-03-01,9,5.0,0.0091463414634146,0.0,0.0
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-03-01,7,6.0,0.0071138211382113,0.0,0.0
P1,276,Under Armour Women's Ignite Slide,2015-03-01,6,7.0,0.0060975609756097,-1.0,-0.1428571428571428
P1,172,Nike Women's Tempo Shorts,2015-03-01,5,8.0,0.0050813008130081,-4.0,-0.4444444444444444
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-03-01,5,8.0,0.0050813008130081,-10.0,-0.6666666666666666
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-03-01,0,9.0,0.0,0.0,
P1,365,Perfect Fitness Perfect Rip Deck,2015-03-08,580,1.0,0.5776892430278885,36.0,0.0661764705882353
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-08,223,2.0,0.2221115537848605,-5.0,-0.0219298245614035
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-03-08,131,3.0,0.1304780876494023,-39.0,-0.2294117647058823
P1,276,Under Armour Women's Ignite Slide,2015-03-08,19,4.0,0.0189243027888446,13.0,2.1666666666666665
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-03-08,15,5.0,0.0149402390438247,10.0,2.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-03-08,12,6.0,0.0119521912350597,12.0,
P1,278,Under Armour Men's Compression EV SL Slide,2015-03-08,9,7.0,0.0089641434262948,0.0,0.0
P1,273,Under Armour Kids' Mercenary Slide,2015-03-08,8,8.0,0.0079681274900398,-2.0,-0.2
P1,172,Nike Women's Tempo Shorts,2015-03-08,6,9.0,0.0059760956175298,1.0,0.2
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-03-08,1,10.0,0.0009960159362549,-6.0,-0.8571428571428571
P1,365,Perfect Fitness Perfect Rip Deck,2015-03-15,537,1.0,0.514367816091954,-43.0,-0.0741379310344827
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-15,307,2.0,0.2940613026819923,84.0,0.3766816143497757
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-03-15,150,3.0,0.1436781609195402,19.0,0.1450381679389313
P1,273,Under Armour Kids' Mercenary Slide,2015-03-15,10,4.0,0.0095785440613026,2.0,0.25
P1,278,Under Armour Men's Compression EV SL Slide,2015-03-15,10,4.0,0.0095785440613026,1.0,0.1111111111111111
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-03-15,10,4.0,0.0095785440613026,-5.0,-0.3333333333333333
P1,172,Nike Women's Tempo Shorts,2015-03-15,7,5.0,0.0067049808429118,1.0,0.1666666666666666
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-03-15,7,5.0,0.0067049808429118,-5.0,-0.4166666666666667
P1,276,Under Armour Women's Ignite Slide,2015-03-15,5,6.0,0.0047892720306513,-14.0,-0.7368421052631579
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-03-15,1,7.0,0.0009578544061302,0.0,0.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-03-22,470,1.0,0.517051705170517,-67.0,-0.1247672253258845
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-22,265,2.0,0.2915291529152915,-42.0,-0.1368078175895765
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-03-22,121,3.0,0.1331133113311331,-29.0,-0.1933333333333333
P1,276,Under Armour Women's Ignite Slide,2015-03-22,12,4.0,0.0132013201320132,7.0,1.4
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-03-22,11,5.0,0.0121012101210121,4.0,0.5714285714285714
P1,172,Nike Women's Tempo Shorts,2015-03-22,9,6.0,0.0099009900990099,2.0,0.2857142857142857
P1,273,Under Armour Kids' Mercenary Slide,2015-03-22,8,7.0,0.0088008800880088,-2.0,-0.2
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-03-22,5,8.0,0.0055005500550055,4.0,4.0
P1,278,Under Armour Men's Compression EV SL Slide,2015-03-22,5,8.0,0.0055005500550055,-5.0,-0.5
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-03-22,3,9.0,0.0033003300330033,-7.0,-0.7
P1,365,Perfect Fitness Perfect Rip Deck,2015-03-29,461,1.0,0.5354239256678281,-9.0,-0.0191489361702127
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-29,226,2.0,0.2624854819976771,-39.0,-0.1471698113207547
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-03-29,136,3.0,0.1579558652729384,15.0,0.1239669421487603
P1,273,Under Armour Kids' Mercenary Slide,2015-03-29,16,4.0,0.0185830429732868,8.0,1.0
P1,278,Under Armour Men's Compression EV SL Slide,2015-03-29,9,5.0,0.0104529616724738,4.0,0.8
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-03-29,6,6.0,0.0069686411149825,-5.0,-0.4545454545454545
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-03-29,5,7.0,0.0058072009291521,0.0,0.0
P1,172,Nike Women's Tempo Shorts,2015-03-29,2,8.0,0.0023228803716608,-7.0,-0.7777777777777778
P1,276,Under Armour Women's Ignite Slide,2015-03-29,0,9.0,0.0,-12.0,-1.0
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-03-29,0,9.0,0.0,-3.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-04-05,566,1.0,0.5538160469667319,105.0,0.227765726681128
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-04-05,214,2.0,0.2093933463796477,-12.0,-0.0530973451327433
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-04-05,188,3.0,0.1839530332681017,52.0,0.3823529411764705
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-04-05,15,4.0,0.0146771037181996,9.0,1.5
P1,276,Under Armour Women's Ignite Slide,2015-04-05,11,5.0,0.0107632093933463,11.0,
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-04-05,10,6.0,0.009784735812133,10.0,
P1,273,Under Armour Kids' Mercenary Slide,2015-04-05,8,7.0,0.0078277886497064,-8.0,-0.5
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-04-05,5,8.0,0.0048923679060665,0.0,0.0
P1,278,Under Armour Men's Compression EV SL Slide,2015-04-05,3,9.0,0.0029354207436399,-6.0,-0.6666666666666666
P1,172,Nike Women's Tempo Shorts,2015-04-05,2,10.0,0.0019569471624266,0.0,0.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-04-12,464,1.0,0.5,-102.0,-0.1802120141342756
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-04-12,253,2.0,0.2726293103448275,39.0,0.1822429906542056
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-04-12,159,3.0,0.1713362068965517,-29.0,-0.1542553191489361
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-04-12,17,4.0,0.0183189655172413,2.0,0.1333333333333333
P1,172,Nike Women's Tempo Shorts,2015-04-12,11,5.0,0.011853448275862,9.0,4.5
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-04-12,10,6.0,0.0107758620689655,5.0,1.0
P1,276,Under Armour Women's Ignite Slide,2015-04-12,10,6.0,0.0107758620689655,-1.0,-0.0909090909090909
P1,278,Under Armour Men's Compression EV SL Slide,2015-04-12,4,7.0,0.0043103448275862,1.0,0.3333333333333333
P1,273,Under Armour Kids' Mercenary Slide,2015-04-12,0,8.0,0.0,-8.0,-1.0
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-04-12,0,8.0,0.0,-10.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-04-19,581,1.0,0.5618955512572534,117.0,0.2521551724137931
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-04-19,263,2.0,0.2543520309477756,10.0,0.0395256916996047
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-04-19,151,3.0,0.1460348162475822,-8.0,-0.050314465408805
P1,278,Under Armour Men's Compression EV SL Slide,2015-04-19,13,4.0,0.0125725338491295,9.0,2.25
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-04-19,11,5.0,0.0106382978723404,1.0,0.1
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-04-19,7,6.0,0.006769825918762,-10.0,-0.5882352941176471
P1,276,Under Armour Women's Ignite Slide,2015-04-19,3,7.0,0.0029013539651837,-7.0,-0.7
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-04-19,3,7.0,0.0029013539651837,3.0,
P1,172,Nike Women's Tempo Shorts,2015-04-19,2,8.0,0.0019342359767891,-9.0,-0.8181818181818182
P1,273,Under Armour Kids' Mercenary Slide,2015-04-19,0,9.0,0.0,0.0,
P1,365,Perfect Fitness Perfect Rip Deck,2015-04-26,489,1.0,0.5163674762407603,-92.0,-0.1583476764199655
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-04-26,267,2.0,0.2819429778247096,4.0,0.0152091254752851
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-04-26,124,3.0,0.1309398099260823,-27.0,-0.1788079470198675
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-04-26,26,4.0,0.027455121436114,15.0,1.3636363636363635
P1,172,Nike Women's Tempo Shorts,2015-04-26,14,5.0,0.0147835269271383,12.0,6.0
P1,278,Under Armour Men's Compression EV SL Slide,2015-04-26,10,6.0,0.010559662090813,-3.0,-0.2307692307692307
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-04-26,9,7.0,0.0095036958817317,6.0,2.0
P1,273,Under Armour Kids' Mercenary Slide,2015-04-26,8,8.0,0.0084477296726504,8.0,
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-04-26,0,9.0,0.0,-7.0,-1.0
P1,276,Under Armour Women's Ignite Slide,2015-04-26,0,9.0,0.0,-3.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-05-03,515,1.0,0.5314757481940144,26.0,0.0531697341513292
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-03,256,2.0,0.2641898864809081,-11.0,-0.0411985018726591
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-05-03,137,3.0,0.1413828689370485,13.0,0.1048387096774193
P1,172,Nike Women's Tempo Shorts,2015-05-03,19,4.0,0.0196078431372549,5.0,0.3571428571428571
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-05-03,17,5.0,0.0175438596491228,-9.0,-0.3461538461538461
P1,273,Under Armour Kids' Mercenary Slide,2015-05-03,11,6.0,0.0113519091847265,3.0,0.375
P1,276,Under Armour Women's Ignite Slide,2015-05-03,5,7.0,0.0051599587203302,5.0,
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-05-03,5,7.0,0.0051599587203302,-4.0,-0.4444444444444444
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-05-03,3,8.0,0.0030959752321981,3.0,
P1,278,Under Armour Men's Compression EV SL Slide,2015-05-03,1,9.0,0.001031991744066,-9.0,-0.9
P1,365,Perfect Fitness Perfect Rip Deck,2015-05-10,466,1.0,0.4789311408016444,-49.0,-0.0951456310679611
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-10,325,2.0,0.3340184994861254,69.0,0.26953125
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-05-10,132,3.0,0.1356628982528263,-5.0,-0.0364963503649635
P1,172,Nike Women's Tempo Shorts,2015-05-10,16,4.0,0.0164439876670092,-3.0,-0.1578947368421052
P1,273,Under Armour Kids' Mercenary Slide,2015-05-10,15,5.0,0.0154162384378211,4.0,0.3636363636363636
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-05-10,11,6.0,0.0113052415210688,8.0,2.6666666666666665
P1,278,Under Armour Men's Compression EV SL Slide,2015-05-10,5,7.0,0.0051387461459403,4.0,4.0
P1,276,Under Armour Women's Ignite Slide,2015-05-10,2,8.0,0.0020554984583761,-3.0,-0.6
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-05-10,1,9.0,0.001027749229188,-16.0,-0.9411764705882352
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-05-10,0,10.0,0.0,-5.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-05-17,546,1.0,0.5311284046692607,80.0,0.1716738197424892
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-17,280,2.0,0.2723735408560311,-45.0,-0.1384615384615384
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-05-17,141,3.0,0.1371595330739299,9.0,0.0681818181818181
P1,273,Under Armour Kids' Mercenary Slide,2015-05-17,16,4.0,0.0155642023346303,1.0,0.0666666666666666
P1,276,Under Armour Women's Ignite Slide,2015-05-17,11,5.0,0.0107003891050583,9.0,4.5
P1,278,Under Armour Men's Compression EV SL Slide,2015-05-17,11,5.0,0.0107003891050583,6.0,1.2
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-05-17,9,6.0,0.0087548638132295,8.0,8.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-05-17,6,7.0,0.0058365758754863,-5.0,-0.4545454545454545
P1,172,Nike Women's Tempo Shorts,2015-05-17,4,8.0,0.0038910505836575,-12.0,-0.75
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-05-17,4,8.0,0.0038910505836575,4.0,
P1,365,Perfect Fitness Perfect Rip Deck,2015-05-24,489,1.0,0.4827245804540967,-57.0,-0.1043956043956044
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-24,309,2.0,0.3050345508390918,29.0,0.1035714285714285
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-05-24,166,3.0,0.1638696939782823,25.0,0.1773049645390071
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-05-24,13,4.0,0.0128331688055281,4.0,0.4444444444444444
P1,278,Under Armour Men's Compression EV SL Slide,2015-05-24,9,5.0,0.0088845014807502,-2.0,-0.1818181818181818
P1,273,Under Armour Kids' Mercenary Slide,2015-05-24,8,6.0,0.0078973346495557,-8.0,-0.5
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-05-24,7,7.0,0.0069101678183613,1.0,0.1666666666666666
P1,276,Under Armour Women's Ignite Slide,2015-05-24,6,8.0,0.0059230009871668,-5.0,-0.4545454545454545
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-05-24,5,9.0,0.0049358341559723,1.0,0.25
P1,172,Nike Women's Tempo Shorts,2015-05-24,1,10.0,0.0009871668311944,-3.0,-0.75
P1,365,Perfect Fitness Perfect Rip Deck,2015-05-31,498,1.0,0.4989979959919839,9.0,0.0184049079754601
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-31,296,2.0,0.2965931863727455,-13.0,-0.0420711974110032
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-05-31,154,3.0,0.1543086172344689,-12.0,-0.072289156626506
P1,172,Nike Women's Tempo Shorts,2015-05-31,13,4.0,0.0130260521042084,12.0,12.0
P1,276,Under Armour Women's Ignite Slide,2015-05-31,9,5.0,0.0090180360721442,3.0,0.5
P1,278,Under Armour Men's Compression EV SL Slide,2015-05-31,9,5.0,0.0090180360721442,0.0,0.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-05-31,8,6.0,0.0080160320641282,1.0,0.1428571428571428
P1,273,Under Armour Kids' Mercenary Slide,2015-05-31,6,7.0,0.0060120240480961,-2.0,-0.25
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-05-31,3,8.0,0.003006012024048,-2.0,-0.4
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-05-31,2,9.0,0.002004008016032,-11.0,-0.8461538461538461
P1,365,Perfect Fitness Perfect Rip Deck,2015-06-07,497,1.0,0.4806576402321083,-1.0,-0.002008032128514
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-06-07,334,2.0,0.3230174081237911,38.0,0.1283783783783783
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-06-07,163,3.0,0.1576402321083172,9.0,0.0584415584415584
P1,172,Nike Women's Tempo Shorts,2015-06-07,10,4.0,0.0096711798839458,-3.0,-0.2307692307692307
P1,273,Under Armour Kids' Mercenary Slide,2015-06-07,10,4.0,0.0096711798839458,4.0,0.6666666666666666
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-06-07,10,4.0,0.0096711798839458,7.0,2.333333333333333
P1,278,Under Armour Men's Compression EV SL Slide,2015-06-07,5,5.0,0.0048355899419729,-4.0,-0.4444444444444444
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-06-07,4,6.0,0.0038684719535783,-4.0,-0.5
P1,276,Under Armour Women's Ignite Slide,2015-06-07,1,7.0,0.0009671179883945,-8.0,-0.8888888888888888
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-06-07,0,8.0,0.0,-2.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-06-14,419,1.0,0.4471718249733191,-78.0,-0.1569416498993963
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-06-14,309,2.0,0.3297758804695838,-25.0,-0.0748502994011976
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-06-14,174,3.0,0.1856990394877267,11.0,0.0674846625766871
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-06-14,8,4.0,0.0085378868729989,8.0,
P1,276,Under Armour Women's Ignite Slide,2015-06-14,7,5.0,0.007470651013874,6.0,6.0
P1,273,Under Armour Kids' Mercenary Slide,2015-06-14,6,6.0,0.0064034151547491,-4.0,-0.4
P1,278,Under Armour Men's Compression EV SL Slide,2015-06-14,6,6.0,0.0064034151547491,1.0,0.2
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-06-14,5,7.0,0.0053361792956243,-5.0,-0.5
P1,172,Nike Women's Tempo Shorts,2015-06-14,3,8.0,0.0032017075773745,-7.0,-0.7
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-06-14,0,9.0,0.0,-4.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-06-21,579,1.0,0.5535372848948374,160.0,0.3818615751789976
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-06-21,254,2.0,0.24282982791587,-55.0,-0.1779935275080906
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-06-21,133,3.0,0.127151051625239,-41.0,-0.2356321839080459
P1,278,Under Armour Men's Compression EV SL Slide,2015-06-21,26,4.0,0.0248565965583174,20.0,3.333333333333333
