Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Beginning_Inventory,Weekly_Capacity,Baseline_Available_Capacity,ABC_Class,Planning_Priority,Planning_Key
P1,172,Nike Women's Tempo Shorts,2015-09-20,6,7.0,1165,331,C,1,P1|172|2015-09-20
P1,172,Nike Women's Tempo Shorts,2015-09-27,0,1.0,1165,107,C,1,P1|172|2015-09-27
P1,172,Nike Women's Tempo Shorts,2015-10-04,1,1.0,1165,157,C,1,P1|172|2015-10-04
P1,172,Nike Women's Tempo Shorts,2015-10-11,23,22.0,1165,191,C,1,P1|172|2015-10-11
P1,172,Nike Women's Tempo Shorts,2015-10-18,6,0.0,1165,250,C,1,P1|172|2015-10-18
P1,172,Nike Women's Tempo Shorts,2015-10-25,7,0.0,1165,229,C,1,P1|172|2015-10-25
P1,172,Nike Women's Tempo Shorts,2015-11-01,2,0.0,1165,145,C,1,P1|172|2015-11-01
P1,172,Nike Women's Tempo Shorts,2015-11-08,2,22.0,1165,185,C,1,P1|172|2015-11-08
P1,172,Nike Women's Tempo Shorts,2015-11-15,6,20.0,1165,233,C,1,P1|172|2015-11-15
P1,172,Nike Women's Tempo Shorts,2015-11-22,3,14.0,1165,166,C,1,P1|172|2015-11-22
P1,172,Nike Women's Tempo Shorts,2015-11-29,3,11.0,1165,175,C,1,P1|172|2015-11-29
P1,172,Nike Women's Tempo Shorts,2015-12-06,4,22.0,1165,198,C,1,P1|172|2015-12-06
P1,172,Nike Women's Tempo Shorts,2015-12-13,8,18.0,1165,168,C,1,P1|172|2015-12-13
P1,172,Nike Women's Tempo Shorts,2015-12-20,3,10.0,1165,258,C,1,P1|172|2015-12-20
P1,172,Nike Women's Tempo Shorts,2015-12-27,3,7.0,1165,89,C,1,P1|172|2015-12-27
P1,172,Nike Women's Tempo Shorts,2016-01-03,6,22.0,1165,229,C,1,P1|172|2016-01-03
P1,172,Nike Women's Tempo Shorts,2016-01-10,22,16.0,1165,245,C,1,P1|172|2016-01-10
P1,172,Nike Women's Tempo Shorts,2016-01-17,0,0.0,1165,233,C,1,P1|172|2016-01-17
P1,172,Nike Women's Tempo Shorts,2016-01-24,3,0.0,1165,116,C,1,P1|172|2016-01-24
P1,172,Nike Women's Tempo Shorts,2016-01-31,5,22.0,1165,225,C,1,P1|172|2016-01-31
P1,172,Nike Women's Tempo Shorts,2016-02-07,11,17.0,1165,226,C,1,P1|172|2016-02-07
P1,172,Nike Women's Tempo Shorts,2016-02-14,4,6.0,1165,303,C,1,P1|172|2016-02-14
P1,172,Nike Women's Tempo Shorts,2016-02-21,19,2.0,1165,172,C,1,P1|172|2016-02-21
P1,172,Nike Women's Tempo Shorts,2016-02-28,3,22.0,1165,264,C,1,P1|172|2016-02-28
P1,172,Nike Women's Tempo Shorts,2016-03-06,5,19.0,1165,117,C,1,P1|172|2016-03-06
P1,172,Nike Women's Tempo Shorts,2016-03-13,8,14.0,1165,261,C,1,P1|172|2016-03-13
P1,172,Nike Women's Tempo Shorts,2016-03-20,8,6.0,1165,144,C,1,P1|172|2016-03-20
P1,172,Nike Women's Tempo Shorts,2016-03-27,10,22.0,1165,223,C,1,P1|172|2016-03-27
P1,172,Nike Women's Tempo Shorts,2016-04-03,2,12.0,1165,175,C,1,P1|172|2016-04-03
P1,172,Nike Women's Tempo Shorts,2016-04-10,5,10.0,1165,124,C,1,P1|172|2016-04-10
P1,172,Nike Women's Tempo Shorts,2016-04-17,0,5.0,1165,213,C,1,P1|172|2016-04-17
P1,172,Nike Women's Tempo Shorts,2016-04-24,5,22.0,1165,134,C,1,P1|172|2016-04-24
P1,172,Nike Women's Tempo Shorts,2016-05-01,6,17.0,1165,273,C,1,P1|172|2016-05-01
P1,172,Nike Women's Tempo Shorts,2016-05-08,9,11.0,1165,220,C,1,P1|172|2016-05-08
P1,172,Nike Women's Tempo Shorts,2016-05-15,9,2.0,1165,195,C,1,P1|172|2016-05-15
P1,172,Nike Women's Tempo Shorts,2016-05-22,5,22.0,1165,184,C,1,P1|172|2016-05-22
P1,172,Nike Women's Tempo Shorts,2016-05-29,1,17.0,1165,194,C,1,P1|172|2016-05-29
P1,172,Nike Women's Tempo Shorts,2016-06-05,1,16.0,1165,215,C,1,P1|172|2016-06-05
P1,172,Nike Women's Tempo Shorts,2016-06-12,21,15.0,1165,210,C,1,P1|172|2016-06-12
P1,172,Nike Women's Tempo Shorts,2016-06-19,3,22.0,1165,214,C,1,P1|172|2016-06-19
P1,172,Nike Women's Tempo Shorts,2016-06-26,4,19.0,1165,201,C,1,P1|172|2016-06-26
P1,172,Nike Women's Tempo Shorts,2016-07-03,4,15.0,1165,203,C,1,P1|172|2016-07-03
P1,172,Nike Women's Tempo Shorts,2016-07-10,6,11.0,1165,140,C,1,P1|172|2016-07-10
P1,172,Nike Women's Tempo Shorts,2016-07-17,5,22.0,1165,176,C,1,P1|172|2016-07-17
P1,172,Nike Women's Tempo Shorts,2016-07-24,4,17.0,1165,258,C,1,P1|172|2016-07-24
P1,172,Nike Women's Tempo Shorts,2016-07-31,10,13.0,1165,243,C,1,P1|172|2016-07-31
P1,172,Nike Women's Tempo Shorts,2016-08-07,17,3.0,1165,205,C,1,P1|172|2016-08-07
P1,172,Nike Women's Tempo Shorts,2016-08-14,8,22.0,1165,170,C,1,P1|172|2016-08-14
P1,172,Nike Women's Tempo Shorts,2016-08-21,9,14.0,1165,190,C,1,P1|172|2016-08-21
P1,172,Nike Women's Tempo Shorts,2016-08-28,1,5.0,1165,169,C,1,P1|172|2016-08-28
P1,172,Nike Women's Tempo Shorts,2016-09-04,3,4.0,1165,138,C,1,P1|172|2016-09-04
P1,172,Nike Women's Tempo Shorts,2016-09-11,7,22.0,1165,153,C,1,P1|172|2016-09-11
P1,172,Nike Women's Tempo Shorts,2016-09-18,9,15.0,1165,193,C,1,P1|172|2016-09-18
P1,172,Nike Women's Tempo Shorts,2016-09-25,1,6.0,1165,205,C,1,P1|172|2016-09-25
P1,172,Nike Women's Tempo Shorts,2016-10-02,9,5.0,1165,169,C,1,P1|172|2016-10-02
P1,172,Nike Women's Tempo Shorts,2016-10-09,3,22.0,1165,313,C,1,P1|172|2016-10-09
P1,172,Nike Women's Tempo Shorts,2016-10-16,17,19.0,1165,198,C,1,P1|172|2016-10-16
P1,172,Nike Women's Tempo Shorts,2016-10-23,12,2.0,1165,237,C,1,P1|172|2016-10-23
P1,172,Nike Women's Tempo Shorts,2016-10-30,23,0.0,1165,90,C,1,P1|172|2016-10-30
P1,172,Nike Women's Tempo Shorts,2016-11-06,6,22.0,1165,212,C,1,P1|172|2016-11-06
P1,172,Nike Women's Tempo Shorts,2016-11-13,2,16.0,1165,130,C,1,P1|172|2016-11-13
P1,172,Nike Women's Tempo Shorts,2016-11-20,10,14.0,1165,157,C,1,P1|172|2016-11-20
P1,172,Nike Women's Tempo Shorts,2016-11-27,7,4.0,1165,177,C,1,P1|172|2016-11-27
P1,172,Nike Women's Tempo Shorts,2016-12-04,0,22.0,1165,124,C,1,P1|172|2016-12-04
P1,172,Nike Women's Tempo Shorts,2016-12-11,5,22.0,1165,125,C,1,P1|172|2016-12-11
P1,172,Nike Women's Tempo Shorts,2016-12-18,13,17.0,1165,118,C,1,P1|172|2016-12-18
P1,172,Nike Women's Tempo Shorts,2016-12-25,8,4.0,1165,184,C,1,P1|172|2016-12-25
P1,172,Nike Women's Tempo Shorts,2017-01-01,2,22.0,1165,263,C,1,P1|172|2017-01-01
P1,172,Nike Women's Tempo Shorts,2017-01-08,15,20.0,1165,150,C,1,P1|172|2017-01-08
P1,172,Nike Women's Tempo Shorts,2017-01-15,12,5.0,1165,223,C,1,P1|172|2017-01-15
P1,172,Nike Women's Tempo Shorts,2017-01-22,4,0.0,1165,96,C,1,P1|172|2017-01-22
P1,172,Nike Women's Tempo Shorts,2017-01-29,9,22.0,1165,225,C,1,P1|172|2017-01-29
P1,172,Nike Women's Tempo Shorts,2017-02-05,0,13.0,1165,169,C,1,P1|172|2017-02-05
P1,172,Nike Women's Tempo Shorts,2017-02-12,0,13.0,1165,250,C,1,P1|172|2017-02-12
P1,172,Nike Women's Tempo Shorts,2017-02-19,6,13.0,1165,166,C,1,P1|172|2017-02-19
P1,172,Nike Women's Tempo Shorts,2017-02-26,5,22.0,1165,14,C,1,P1|172|2017-02-26
P1,172,Nike Women's Tempo Shorts,2017-03-05,2,17.0,1165,215,C,1,P1|172|2017-03-05
P1,172,Nike Women's Tempo Shorts,2017-03-12,14,15.0,1165,212,C,1,P1|172|2017-03-12
P1,172,Nike Women's Tempo Shorts,2017-03-19,12,1.0,1165,122,C,1,P1|172|2017-03-19
P1,172,Nike Women's Tempo Shorts,2017-03-26,16,22.0,1165,235,C,1,P1|172|2017-03-26
P1,172,Nike Women's Tempo Shorts,2017-04-02,17,6.0,1165,253,C,1,P1|172|2017-04-02
P1,172,Nike Women's Tempo Shorts,2017-04-09,10,0.0,1165,224,C,1,P1|172|2017-04-09
P1,172,Nike Women's Tempo Shorts,2017-04-16,2,0.0,1165,237,C,1,P1|172|2017-04-16
P1,172,Nike Women's Tempo Shorts,2017-04-23,7,22.0,1165,108,C,1,P1|172|2017-04-23
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-01-04,160,3252.0,1165,598,A,3,P1|191|2015-01-04
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-01-11,243,3092.0,1165,196,A,3,P1|191|2015-01-11
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-01-18,244,2849.0,1165,177,A,3,P1|191|2015-01-18
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-01-25,256,2605.0,1165,156,A,3,P1|191|2015-01-25
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-02-01,247,2349.0,1165,202,A,3,P1|191|2015-02-01
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-02-08,220,2102.0,1165,249,A,3,P1|191|2015-02-08
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-02-15,232,1882.0,1165,239,A,3,P1|191|2015-02-15
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-02-22,282,1650.0,1165,183,A,3,P1|191|2015-02-22
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-01,228,1626.0,1165,181,A,3,P1|191|2015-03-01
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-08,223,1398.0,1165,161,A,3,P1|191|2015-03-08
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-15,307,1175.0,1165,121,A,3,P1|191|2015-03-15
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-22,265,868.0,1165,256,A,3,P1|191|2015-03-22
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-03-29,226,1626.0,1165,304,A,3,P1|191|2015-03-29
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-04-05,214,1400.0,1165,143,A,3,P1|191|2015-04-05
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-04-12,253,1186.0,1165,237,A,3,P1|191|2015-04-12
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-04-19,263,933.0,1165,131,A,3,P1|191|2015-04-19
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-04-26,267,1626.0,1165,218,A,3,P1|191|2015-04-26
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-03,256,1359.0,1165,196,A,3,P1|191|2015-05-03
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-10,325,1103.0,1165,192,A,3,P1|191|2015-05-10
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-17,280,778.0,1165,137,A,3,P1|191|2015-05-17
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-24,309,1626.0,1165,152,A,3,P1|191|2015-05-24
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-05-31,296,1317.0,1165,167,A,3,P1|191|2015-05-31
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-06-07,334,1021.0,1165,131,A,3,P1|191|2015-06-07
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-06-14,309,687.0,1165,228,A,3,P1|191|2015-06-14
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-06-21,254,1626.0,1165,119,A,3,P1|191|2015-06-21
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-06-28,250,1372.0,1165,198,A,3,P1|191|2015-06-28
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-07-05,303,1122.0,1165,139,A,3,P1|191|2015-07-05
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-07-12,236,819.0,1165,257,A,3,P1|191|2015-07-12
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-07-19,248,1626.0,1165,115,A,3,P1|191|2015-07-19
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-07-26,206,1378.0,1165,299,A,3,P1|191|2015-07-26
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-08-02,248,1172.0,1165,225,A,3,P1|191|2015-08-02
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-08-09,236,924.0,1165,174,A,3,P1|191|2015-08-09
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-08-16,254,1626.0,1165,142,A,3,P1|191|2015-08-16
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-08-23,276,1372.0,1165,200,A,3,P1|191|2015-08-23
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-08-30,226,1096.0,1165,141,A,3,P1|191|2015-08-30
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-09-06,259,870.0,1165,148,A,3,P1|191|2015-09-06
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-09-13,251,1626.0,1165,127,A,3,P1|191|2015-09-13
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-09-20,231,1375.0,1165,331,A,3,P1|191|2015-09-20
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-09-27,279,1144.0,1165,107,A,3,P1|191|2015-09-27
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-10-04,282,865.0,1165,157,A,3,P1|191|2015-10-04
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-10-11,238,1626.0,1165,191,A,3,P1|191|2015-10-11
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-10-18,293,1388.0,1165,250,A,3,P1|191|2015-10-18
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-10-25,270,1095.0,1165,229,A,3,P1|191|2015-10-25
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-11-01,319,825.0,1165,145,A,3,P1|191|2015-11-01
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-11-08,251,1626.0,1165,185,A,3,P1|191|2015-11-08
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-11-15,209,1375.0,1165,233,A,3,P1|191|2015-11-15
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-11-22,281,1166.0,1165,166,A,3,P1|191|2015-11-22
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-11-29,284,885.0,1165,175,A,3,P1|191|2015-11-29
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-12-06,235,1626.0,1165,198,A,3,P1|191|2015-12-06
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-12-13,285,1391.0,1165,168,A,3,P1|191|2015-12-13
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-12-20,243,1106.0,1165,258,A,3,P1|191|2015-12-20
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-12-27,248,863.0,1165,89,A,3,P1|191|2015-12-27
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-03,272,1626.0,1165,229,A,3,P1|191|2016-01-03
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-10,249,1354.0,1165,245,A,3,P1|191|2016-01-10
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-17,285,1105.0,1165,233,A,3,P1|191|2016-01-17
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-24,246,820.0,1165,116,A,3,P1|191|2016-01-24
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-31,262,1626.0,1165,225,A,3,P1|191|2016-01-31
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-02-07,237,1364.0,1165,226,A,3,P1|191|2016-02-07
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-02-14,198,1127.0,1165,303,A,3,P1|191|2016-02-14
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-02-21,242,929.0,1165,172,A,3,P1|191|2016-02-21
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-02-28,250,1626.0,1165,264,A,3,P1|191|2016-02-28
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-03-06,282,1376.0,1165,117,A,3,P1|191|2016-03-06
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-03-13,197,1094.0,1165,261,A,3,P1|191|2016-03-13
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-03-20,287,897.0,1165,144,A,3,P1|191|2016-03-20
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-03-27,222,1626.0,1165,223,A,3,P1|191|2016-03-27
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-04-03,270,1404.0,1165,175,A,3,P1|191|2016-04-03
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-04-10,288,1134.0,1165,124,A,3,P1|191|2016-04-10
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-04-17,223,846.0,1165,213,A,3,P1|191|2016-04-17
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-04-24,276,1626.0,1165,134,A,3,P1|191|2016-04-24
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-05-01,217,1350.0,1165,273,A,3,P1|191|2016-05-01
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-05-08,202,1133.0,1165,220,A,3,P1|191|2016-05-08
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-05-15,213,931.0,1165,195,A,3,P1|191|2016-05-15
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-05-22,237,1626.0,1165,184,A,3,P1|191|2016-05-22
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-05-29,226,1389.0,1165,194,A,3,P1|191|2016-05-29
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-06-05,211,1163.0,1165,215,A,3,P1|191|2016-06-05
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-06-12,225,952.0,1165,210,A,3,P1|191|2016-06-12
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-06-19,271,1626.0,1165,214,A,3,P1|191|2016-06-19
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-06-26,241,1355.0,1165,201,A,3,P1|191|2016-06-26
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-07-03,274,1114.0,1165,203,A,3,P1|191|2016-07-03
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-07-10,280,840.0,1165,140,A,3,P1|191|2016-07-10
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-07-17,238,1626.0,1165,176,A,3,P1|191|2016-07-17
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-07-24,243,1388.0,1165,258,A,3,P1|191|2016-07-24
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-07-31,238,1145.0,1165,243,A,3,P1|191|2016-07-31
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-08-07,268,907.0,1165,205,A,3,P1|191|2016-08-07
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-08-14,248,1626.0,1165,170,A,3,P1|191|2016-08-14
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-08-21,232,1378.0,1165,190,A,3,P1|191|2016-08-21
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-08-28,234,1146.0,1165,169,A,3,P1|191|2016-08-28
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-09-04,286,912.0,1165,138,A,3,P1|191|2016-09-04
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-09-11,237,1626.0,1165,153,A,3,P1|191|2016-09-11
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-09-18,254,1389.0,1165,193,A,3,P1|191|2016-09-18
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-09-25,241,1135.0,1165,205,A,3,P1|191|2016-09-25
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-10-02,270,894.0,1165,169,A,3,P1|191|2016-10-02
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-10-09,206,1626.0,1165,313,A,3,P1|191|2016-10-09
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-10-16,214,1420.0,1165,198,A,3,P1|191|2016-10-16
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-10-23,217,1206.0,1165,237,A,3,P1|191|2016-10-23
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-10-30,245,989.0,1165,90,A,3,P1|191|2016-10-30
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-11-06,234,1626.0,1165,212,A,3,P1|191|2016-11-06
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-11-13,278,1392.0,1165,130,A,3,P1|191|2016-11-13
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-11-20,289,1114.0,1165,157,A,3,P1|191|2016-11-20
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-11-27,295,825.0,1165,177,A,3,P1|191|2016-11-27
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-12-04,274,1626.0,1165,124,A,3,P1|191|2016-12-04
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-12-11,264,1352.0,1165,125,A,3,P1|191|2016-12-11
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-12-18,271,1088.0,1165,118,A,3,P1|191|2016-12-18
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-12-25,282,817.0,1165,184,A,3,P1|191|2016-12-25
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-01,227,1626.0,1165,263,A,3,P1|191|2017-01-01
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-08,296,1399.0,1165,150,A,3,P1|191|2017-01-08
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-15,241,1103.0,1165,223,A,3,P1|191|2017-01-15
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-22,301,862.0,1165,96,A,3,P1|191|2017-01-22
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-29,269,1626.0,1165,225,A,3,P1|191|2017-01-29
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-05,323,1357.0,1165,169,A,3,P1|191|2017-02-05
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-12,277,1034.0,1165,250,A,3,P1|191|2017-02-12
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-19,272,757.0,1165,166,A,3,P1|191|2017-02-19
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-26,340,1626.0,1165,14,A,3,P1|191|2017-02-26
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-05,247,1286.0,1165,215,A,3,P1|191|2017-03-05
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-12,213,1039.0,1165,212,A,3,P1|191|2017-03-12
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-19,263,826.0,1165,122,A,3,P1|191|2017-03-19
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-26,250,1626.0,1165,235,A,3,P1|191|2017-03-26
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-02,244,1376.0,1165,253,A,3,P1|191|2017-04-02
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-09,216,1132.0,1165,224,A,3,P1|191|2017-04-09
