Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Initial_Inventory,Target_Coverage_Days,Average_Daily_Demand,Review_Cycle,Beginning_Inventory,Ending_Inventory,Replenishment_Qty,Target_Inventory,Safety_Stock_Days,Inventory_On_Hand,DOI,Inventory_Status,Reorder_Risk,ABC_Class,Inventory_Utilization,Inventory_Alert,Capacity_Status,Service_Risk,Service_Alert,Service_Risk_Score,Risk_Driver
P2,35,adidas Brazuca 2014 Official Match Ball,2017-05-21,1,46,21,0.4421768707482993,0,35.0,34.0,0,9,7,34.0,76.8923076923077,Normal,No,C,3.7777777777777777,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-05-28,5,46,21,0.4421768707482993,1,34.0,29.0,0,9,7,29.0,65.58461538461539,Normal,No,C,3.2222222222222223,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-06-04,4,46,21,0.4421768707482993,1,29.0,25.0,0,9,7,25.0,56.53846153846154,Normal,No,C,2.7777777777777777,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-06-11,2,46,21,0.4421768707482993,1,25.0,23.0,0,9,7,23.0,52.01538461538462,Normal,No,C,2.555555555555556,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-06-18,4,46,21,0.4421768707482993,1,23.0,19.0,0,9,7,19.0,42.96923076923077,Normal,No,C,2.111111111111111,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-06-25,4,46,21,0.4421768707482993,2,19.0,15.0,0,9,7,15.0,33.92307692307693,Normal,No,C,1.6666666666666667,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-02,1,46,21,0.4421768707482993,2,15.0,14.0,0,9,7,14.0,31.661538461538463,Normal,No,C,1.5555555555555556,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-09,2,46,21,0.4421768707482993,2,14.0,12.0,0,9,7,12.0,27.138461538461534,Normal,No,C,1.3333333333333333,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-16,5,46,21,0.4421768707482993,2,12.0,7.0,2,9,7,7.0,15.830769230769231,Warning,No,C,0.7777777777777778,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-23,3,46,21,0.4421768707482993,3,9.0,6.0,0,9,7,6.0,13.569230769230767,Warning,No,C,0.6666666666666666,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-30,3,46,21,0.4421768707482993,3,6.0,3.0,0,9,7,3.0,6.7846153846153845,Critical,Yes,C,0.3333333333333333,1,Normal,Medium,0,2,Inventory
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-06,3,46,21,0.4421768707482993,3,3.0,0.0,0,9,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-13,2,46,21,0.4421768707482993,3,0.0,0.0,9,9,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-20,4,46,21,0.4421768707482993,4,9.0,5.0,0,9,7,5.0,11.307692307692308,Warning,No,C,0.5555555555555556,0,Normal,Low,0,1,None
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-27,5,46,21,0.4421768707482993,4,5.0,0.0,0,9,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-03,3,46,21,0.4421768707482993,4,0.0,0.0,0,9,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-10,2,46,21,0.4421768707482993,4,0.0,0.0,9,9,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-17,1,46,21,0.4421768707482993,5,9.0,8.0,0,9,7,8.0,18.09230769230769,Warning,No,C,0.8888888888888888,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-04,2,97,21,0.922077922077922,0,97.0,95.0,0,19,7,95.0,103.02816901408453,Normal,No,C,5.0,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-11,0,97,21,0.922077922077922,0,95.0,95.0,0,19,7,95.0,103.02816901408453,Normal,No,C,5.0,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-18,9,97,21,0.922077922077922,0,95.0,86.0,0,19,7,86.0,93.26760563380282,Normal,No,C,4.526315789473684,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-25,7,97,21,0.922077922077922,0,86.0,79.0,0,19,7,79.0,85.67605633802818,Normal,No,C,4.157894736842105,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-01,0,97,21,0.922077922077922,1,79.0,79.0,0,19,7,79.0,85.67605633802818,Normal,No,C,4.157894736842105,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-08,7,97,21,0.922077922077922,1,79.0,72.0,0,19,7,72.0,78.08450704225352,Normal,No,C,3.789473684210526,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-15,5,97,21,0.922077922077922,1,72.0,67.0,0,19,7,67.0,72.66197183098592,Normal,No,C,3.526315789473684,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-22,1,97,21,0.922077922077922,1,67.0,66.0,0,19,7,66.0,71.5774647887324,Normal,No,C,3.473684210526316,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-01,7,97,21,0.922077922077922,2,66.0,59.0,0,19,7,59.0,63.98591549295775,Normal,No,C,3.1052631578947367,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-08,6,97,21,0.922077922077922,2,59.0,53.0,0,19,7,53.0,57.47887323943662,Normal,No,C,2.789473684210526,0,Critical,Medium,0,2,Capacity
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-15,0,97,21,0.922077922077922,2,53.0,53.0,0,19,7,53.0,57.47887323943662,Normal,No,C,2.789473684210526,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-22,4,97,21,0.922077922077922,2,53.0,49.0,0,19,7,49.0,53.140845070422536,Normal,No,C,2.5789473684210527,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-29,1,97,21,0.922077922077922,3,49.0,48.0,0,19,7,48.0,52.056338028169016,Normal,No,C,2.526315789473684,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-05,11,97,21,0.922077922077922,3,48.0,37.0,0,19,7,37.0,40.12676056338028,Normal,No,C,1.947368421052632,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-12,8,97,21,0.922077922077922,3,37.0,29.0,0,19,7,29.0,31.450704225352112,Normal,No,C,1.5263157894736843,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-19,8,97,21,0.922077922077922,3,29.0,21.0,0,19,7,21.0,22.774647887323944,Normal,No,C,1.105263157894737,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-26,3,97,21,0.922077922077922,4,21.0,18.0,0,19,7,18.0,19.52112676056338,Warning,No,C,0.9473684210526316,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-03,4,97,21,0.922077922077922,4,18.0,14.0,0,19,7,14.0,15.183098591549296,Warning,No,C,0.7368421052631579,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-10,9,97,21,0.922077922077922,4,14.0,5.0,0,19,7,5.0,5.422535211267606,Critical,Yes,C,0.2631578947368421,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-17,6,97,21,0.922077922077922,4,5.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-24,7,97,21,0.922077922077922,5,19.0,12.0,0,19,7,12.0,13.014084507042254,Warning,No,C,0.631578947368421,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-31,3,97,21,0.922077922077922,5,12.0,9.0,0,19,7,9.0,9.76056338028169,Warning,No,C,0.4736842105263157,0,Critical,Medium,0,2,Capacity
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-07,4,97,21,0.922077922077922,5,9.0,5.0,0,19,7,5.0,5.422535211267606,Critical,Yes,C,0.2631578947368421,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-14,2,97,21,0.922077922077922,5,5.0,3.0,16,19,7,3.0,3.2535211267605635,Critical,Yes,C,0.1578947368421052,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-21,3,97,21,0.922077922077922,6,19.0,16.0,0,19,7,16.0,17.35211267605634,Warning,No,C,0.8421052631578947,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-28,2,97,21,0.922077922077922,6,16.0,14.0,0,19,7,14.0,15.183098591549296,Warning,No,C,0.7368421052631579,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-05,9,97,21,0.922077922077922,6,14.0,5.0,0,19,7,5.0,5.422535211267606,Critical,Yes,C,0.2631578947368421,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-12,12,97,21,0.922077922077922,6,5.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-19,3,97,21,0.922077922077922,7,19.0,16.0,0,19,7,16.0,17.35211267605634,Warning,No,C,0.8421052631578947,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-26,11,97,21,0.922077922077922,7,16.0,5.0,0,19,7,5.0,5.422535211267606,Critical,Yes,C,0.2631578947368421,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-02,0,97,21,0.922077922077922,7,5.0,5.0,0,19,7,5.0,5.422535211267606,Critical,Yes,C,0.2631578947368421,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-09,6,97,21,0.922077922077922,7,5.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-16,4,97,21,0.922077922077922,8,19.0,15.0,0,19,7,15.0,16.267605633802816,Warning,No,C,0.7894736842105263,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-23,10,97,21,0.922077922077922,8,15.0,5.0,0,19,7,5.0,5.422535211267606,Critical,Yes,C,0.2631578947368421,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-30,0,97,21,0.922077922077922,8,5.0,5.0,0,19,7,5.0,5.422535211267606,Critical,Yes,C,0.2631578947368421,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-06,7,97,21,0.922077922077922,8,5.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-13,13,97,21,0.922077922077922,9,19.0,6.0,0,19,7,6.0,6.507042253521127,Critical,Yes,C,0.3157894736842105,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-20,9,97,21,0.922077922077922,9,6.0,0.0,0,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-27,6,97,21,0.922077922077922,9,0.0,0.0,0,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Critical,High,1,3,Inventory + Capacity
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-04,0,97,21,0.922077922077922,9,0.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-11,1,97,21,0.922077922077922,10,19.0,18.0,0,19,7,18.0,19.52112676056338,Warning,No,C,0.9473684210526316,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-18,0,97,21,0.922077922077922,10,18.0,18.0,0,19,7,18.0,19.52112676056338,Warning,No,C,0.9473684210526316,0,Critical,Medium,0,2,Capacity
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-25,0,97,21,0.922077922077922,10,18.0,18.0,0,19,7,18.0,19.52112676056338,Warning,No,C,0.9473684210526316,0,Normal,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-01,12,97,21,0.922077922077922,10,18.0,6.0,13,19,7,6.0,6.507042253521127,Critical,Yes,C,0.3157894736842105,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-08,7,97,21,0.922077922077922,11,19.0,12.0,0,19,7,12.0,13.014084507042254,Warning,No,C,0.631578947368421,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-15,11,97,21,0.922077922077922,11,12.0,1.0,0,19,7,1.0,1.0845070422535212,Critical,Yes,C,0.0526315789473684,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-22,16,97,21,0.922077922077922,11,1.0,0.0,0,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-29,6,97,21,0.922077922077922,11,0.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-06,5,97,21,0.922077922077922,12,19.0,14.0,0,19,7,14.0,15.183098591549296,Warning,No,C,0.7368421052631579,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-13,12,97,21,0.922077922077922,12,14.0,2.0,0,19,7,2.0,2.1690140845070425,Critical,Yes,C,0.1052631578947368,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-20,9,97,21,0.922077922077922,12,2.0,0.0,0,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-27,13,97,21,0.922077922077922,12,0.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-03,4,97,21,0.922077922077922,13,19.0,15.0,0,19,7,15.0,16.267605633802816,Warning,No,C,0.7894736842105263,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-10,6,97,21,0.922077922077922,13,15.0,9.0,0,19,7,9.0,9.76056338028169,Warning,No,C,0.4736842105263157,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-17,7,97,21,0.922077922077922,13,9.0,2.0,0,19,7,2.0,2.1690140845070425,Critical,Yes,C,0.1052631578947368,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-24,4,97,21,0.922077922077922,13,2.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-31,7,97,21,0.922077922077922,14,19.0,12.0,0,19,7,12.0,13.014084507042254,Warning,No,C,0.631578947368421,0,Warning,Low,0,1,None
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-07,6,97,21,0.922077922077922,14,12.0,6.0,0,19,7,6.0,6.507042253521127,Critical,Yes,C,0.3157894736842105,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-14,3,97,21,0.922077922077922,14,6.0,3.0,0,19,7,3.0,3.2535211267605635,Critical,Yes,C,0.1578947368421052,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-21,9,97,21,0.922077922077922,14,3.0,0.0,19,19,7,0.0,0.0,Critical,Yes,C,0.0,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-28,14,97,21,0.922077922077922,15,19.0,5.0,0,19,7,5.0,5.422535211267606,Critical,Yes,C,0.2631578947368421,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-06,1,97,21,0.922077922077922,15,5.0,4.0,0,19,7,4.0,4.338028169014085,Critical,Yes,C,0.2105263157894736,1,Warning,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-13,3,97,21,0.922077922077922,15,4.0,1.0,0,19,7,1.0,1.0845070422535212,Critical,Yes,C,0.0526315789473684,1,Normal,Medium,0,2,Inventory
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-20,0,97,21,0.922077922077922,15,1.0,1.0,18,19,7,1.0,1.0845070422535212,Critical,Yes,C,0.0526315789473684,1,Normal,Medium,0,2,Inventory
