Plant_ID,Product Card Id,Product Name,Order_Date,Inventory_On_Hand,DOI,Inventory_Status,Inventory_Alert,Inventory_Utilization
P2,24,Elevation Training Mask 2.0,2017-05-14,125.0,79.54545454545455,Normal,0,3.787878787878788
P2,24,Elevation Training Mask 2.0,2017-05-21,112.0,71.27272727272728,Normal,0,3.393939393939394
P2,24,Elevation Training Mask 2.0,2017-05-28,96.0,61.09090909090909,Normal,0,2.909090909090909
P2,24,Elevation Training Mask 2.0,2017-06-04,81.0,51.54545454545455,Normal,0,2.4545454545454546
P2,24,Elevation Training Mask 2.0,2017-06-11,65.0,41.36363636363637,Normal,0,1.9696969696969695
P2,24,Elevation Training Mask 2.0,2017-06-18,52.0,33.09090909090909,Normal,0,1.5757575757575757
P2,24,Elevation Training Mask 2.0,2017-06-25,34.0,21.63636363636364,Normal,0,1.0303030303030305
P2,24,Elevation Training Mask 2.0,2017-07-02,25.0,15.90909090909091,Warning,0,0.7575757575757576
P2,24,Elevation Training Mask 2.0,2017-07-09,11.0,7.0,Warning,0,0.3333333333333333
P2,24,Elevation Training Mask 2.0,2017-07-16,28.0,17.81818181818182,Warning,0,0.8484848484848485
P2,24,Elevation Training Mask 2.0,2017-07-23,20.0,12.727272727272728,Warning,0,0.6060606060606061
P2,24,Elevation Training Mask 2.0,2017-07-30,7.0,4.454545454545455,Critical,1,0.2121212121212121
P2,24,Elevation Training Mask 2.0,2017-08-06,0.0,0.0,Critical,1,0.0
P2,24,Elevation Training Mask 2.0,2017-08-13,19.0,12.090909090909092,Warning,0,0.5757575757575758
P2,24,Elevation Training Mask 2.0,2017-08-20,12.0,7.636363636363637,Warning,0,0.3636363636363636
P2,24,Elevation Training Mask 2.0,2017-08-27,4.0,2.5454545454545454,Critical,1,0.1212121212121212
P2,24,Elevation Training Mask 2.0,2017-09-03,0.0,0.0,Critical,1,0.0
P2,24,Elevation Training Mask 2.0,2017-09-10,24.0,15.272727272727272,Warning,0,0.7272727272727273
P2,35,adidas Brazuca 2014 Official Match Ball,2017-04-30,41.0,92.72307692307692,Normal,0,4.555555555555555
P2,35,adidas Brazuca 2014 Official Match Ball,2017-05-07,37.0,83.67692307692307,Normal,0,4.111111111111111
P2,35,adidas Brazuca 2014 Official Match Ball,2017-05-14,35.0,79.15384615384616,Normal,0,3.888888888888889
P2,35,adidas Brazuca 2014 Official Match Ball,2017-05-21,34.0,76.8923076923077,Normal,0,3.7777777777777777
P2,35,adidas Brazuca 2014 Official Match Ball,2017-05-28,29.0,65.58461538461539,Normal,0,3.2222222222222223
P2,35,adidas Brazuca 2014 Official Match Ball,2017-06-04,25.0,56.53846153846154,Normal,0,2.7777777777777777
P2,35,adidas Brazuca 2014 Official Match Ball,2017-06-11,23.0,52.01538461538462,Normal,0,2.555555555555556
P2,35,adidas Brazuca 2014 Official Match Ball,2017-06-18,19.0,42.96923076923077,Normal,0,2.111111111111111
P2,35,adidas Brazuca 2014 Official Match Ball,2017-06-25,15.0,33.92307692307693,Normal,0,1.6666666666666667
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-02,14.0,31.661538461538463,Normal,0,1.5555555555555556
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-09,12.0,27.138461538461534,Normal,0,1.3333333333333333
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-16,7.0,15.830769230769231,Warning,0,0.7777777777777778
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-23,6.0,13.569230769230767,Warning,0,0.6666666666666666
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-30,3.0,6.7846153846153845,Critical,1,0.3333333333333333
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-06,0.0,0.0,Critical,1,0.0
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-13,0.0,0.0,Critical,1,0.0
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-20,5.0,11.307692307692308,Warning,0,0.5555555555555556
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-27,0.0,0.0,Critical,1,0.0
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-03,0.0,0.0,Critical,1,0.0
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-10,0.0,0.0,Critical,1,0.0
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-17,8.0,18.09230769230769,Warning,0,0.8888888888888888
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-04,95.0,103.02816901408453,Normal,0,5.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-11,95.0,103.02816901408453,Normal,0,5.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-18,86.0,93.26760563380282,Normal,0,4.526315789473684
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-25,79.0,85.67605633802818,Normal,0,4.157894736842105
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-01,79.0,85.67605633802818,Normal,0,4.157894736842105
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-08,72.0,78.08450704225352,Normal,0,3.789473684210526
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-15,67.0,72.66197183098592,Normal,0,3.526315789473684
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-22,66.0,71.5774647887324,Normal,0,3.473684210526316
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-01,59.0,63.98591549295775,Normal,0,3.1052631578947367
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-08,53.0,57.47887323943662,Normal,0,2.789473684210526
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-15,53.0,57.47887323943662,Normal,0,2.789473684210526
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-22,49.0,53.140845070422536,Normal,0,2.5789473684210527
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-29,48.0,52.056338028169016,Normal,0,2.526315789473684
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-05,37.0,40.12676056338028,Normal,0,1.947368421052632
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-12,29.0,31.450704225352112,Normal,0,1.5263157894736843
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-19,21.0,22.774647887323944,Normal,0,1.105263157894737
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-26,18.0,19.52112676056338,Warning,0,0.9473684210526316
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-03,14.0,15.183098591549296,Warning,0,0.7368421052631579
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-10,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-17,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-24,12.0,13.014084507042254,Warning,0,0.631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-31,9.0,9.76056338028169,Warning,0,0.4736842105263157
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-07,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-14,3.0,3.2535211267605635,Critical,1,0.1578947368421052
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-21,16.0,17.35211267605634,Warning,0,0.8421052631578947
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-28,14.0,15.183098591549296,Warning,0,0.7368421052631579
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-05,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-12,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-19,16.0,17.35211267605634,Warning,0,0.8421052631578947
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-26,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-02,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-09,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-16,15.0,16.267605633802816,Warning,0,0.7894736842105263
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-23,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-30,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-06,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-13,6.0,6.507042253521127,Critical,1,0.3157894736842105
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-20,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-27,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-04,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-11,18.0,19.52112676056338,Warning,0,0.9473684210526316
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-18,18.0,19.52112676056338,Warning,0,0.9473684210526316
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-25,18.0,19.52112676056338,Warning,0,0.9473684210526316
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-01,6.0,6.507042253521127,Critical,1,0.3157894736842105
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-08,12.0,13.014084507042254,Warning,0,0.631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-15,1.0,1.0845070422535212,Critical,1,0.0526315789473684
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-22,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-29,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-06,14.0,15.183098591549296,Warning,0,0.7368421052631579
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-13,2.0,2.1690140845070425,Critical,1,0.1052631578947368
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-20,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-27,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-03,15.0,16.267605633802816,Warning,0,0.7894736842105263
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-10,9.0,9.76056338028169,Warning,0,0.4736842105263157
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-17,2.0,2.1690140845070425,Critical,1,0.1052631578947368
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-24,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-31,12.0,13.014084507042254,Warning,0,0.631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-07,6.0,6.507042253521127,Critical,1,0.3157894736842105
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-14,3.0,3.2535211267605635,Critical,1,0.1578947368421052
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-21,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-28,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-06,4.0,4.338028169014085,Critical,1,0.2105263157894736
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-13,1.0,1.0845070422535212,Critical,1,0.0526315789473684
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-20,1.0,1.0845070422535212,Critical,1,0.0526315789473684
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-27,7.0,7.591549295774648,Warning,0,0.3684210526315789
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-04-03,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-04-10,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-04-17,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-04-24,15.0,16.267605633802816,Warning,0,0.7894736842105263
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-01,11.0,11.929577464788732,Warning,0,0.5789473684210527
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-08,11.0,11.929577464788732,Warning,0,0.5789473684210527
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-15,3.0,3.2535211267605635,Critical,1,0.1578947368421052
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-22,19.0,20.605633802816904,Warning,0,1.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-29,3.0,3.2535211267605635,Critical,1,0.1578947368421052
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-06-05,2.0,2.1690140845070425,Critical,1,0.1052631578947368
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-06-12,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-06-19,18.0,19.52112676056338,Warning,0,0.9473684210526316
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-06-26,14.0,15.183098591549296,Warning,0,0.7368421052631579
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-03,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-10,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-17,5.0,5.422535211267606,Critical,1,0.2631578947368421
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-24,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-31,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-07,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-14,19.0,20.605633802816904,Warning,0,1.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-21,19.0,20.605633802816904,Warning,0,1.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-28,10.0,10.845070422535212,Warning,0,0.5263157894736842
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-04,3.0,3.2535211267605635,Critical,1,0.1578947368421052
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-11,16.0,17.35211267605634,Warning,0,0.8421052631578947
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-18,15.0,16.267605633802816,Warning,0,0.7894736842105263
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-25,9.0,9.76056338028169,Warning,0,0.4736842105263157
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-02,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-09,11.0,11.929577464788732,Warning,0,0.5789473684210527
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-16,4.0,4.338028169014085,Critical,1,0.2105263157894736
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-23,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-30,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-06,15.0,16.267605633802816,Warning,0,0.7894736842105263
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-13,4.0,4.338028169014085,Critical,1,0.2105263157894736
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-20,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-27,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-04,15.0,16.267605633802816,Warning,0,0.7894736842105263
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-11,11.0,11.929577464788732,Warning,0,0.5789473684210527
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-18,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-25,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-01,10.0,10.845070422535212,Warning,0,0.5263157894736842
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-08,4.0,4.338028169014085,Critical,1,0.2105263157894736
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-15,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-22,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-29,8.0,8.67605633802817,Warning,0,0.4210526315789473
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-05,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-12,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-19,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-26,6.0,6.507042253521127,Critical,1,0.3157894736842105
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-05,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-12,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-19,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-26,6.0,6.507042253521127,Critical,1,0.3157894736842105
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-02,3.0,3.2535211267605635,Critical,1,0.1578947368421052
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-09,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-16,0.0,0.0,Critical,1,0.0
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-23,13.0,14.098591549295776,Warning,0,0.6842105263157895
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-01-11,100.0,89.45686900958466,Normal,0,2.9411764705882355
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-01-18,94.0,84.08945686900958,Normal,0,2.764705882352941
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-01-25,61.0,54.56869009584664,Normal,0,1.7941176470588236
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-01,46.0,41.15015974440895,Normal,0,1.3529411764705883
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-08,44.0,39.36102236421725,Normal,0,1.2941176470588236
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-15,28.0,25.047923322683705,Warning,0,0.8235294117647058
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-22,25.0,22.36421725239617,Warning,0,0.7352941176470589
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-01,24.0,21.46964856230032,Warning,0,0.7058823529411765
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-08,34.0,30.415335463258785,Normal,0,1.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-15,26.0,23.25878594249201,Warning,0,0.7647058823529411
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-22,0.0,0.0,Critical,1,0.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-29,0.0,0.0,Critical,1,0.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-05,20.0,17.89137380191693,Warning,0,0.5882352941176471
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-12,13.0,11.629392971246006,Critical,1,0.3823529411764705
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-19,0.0,0.0,Critical,1,0.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-26,0.0,0.0,Critical,1,0.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-03,27.0,24.15335463258786,Warning,0,0.7941176470588235
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-10,21.0,18.78594249201278,Warning,0,0.6176470588235294
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-17,17.0,15.207667731629392,Warning,0,0.5
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-24,3.0,2.68370607028754,Critical,1,0.088235294117647
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-31,26.0,23.25878594249201,Warning,0,0.7647058823529411
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-07,11.0,9.840255591054312,Critical,1,0.3235294117647059
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-14,11.0,9.840255591054312,Critical,1,0.3235294117647059
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-21,10.0,8.945686900958465,Critical,1,0.2941176470588235
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-28,22.0,19.680511182108624,Warning,0,0.6470588235294118
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-05,12.0,10.73482428115016,Critical,1,0.3529411764705882
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-12,0.0,0.0,Critical,1,0.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-19,0.0,0.0,Critical,1,0.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-26,30.0,26.8370607028754,Warning,0,0.8823529411764706
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-02,21.0,18.78594249201278,Warning,0,0.6176470588235294
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-09,16.0,14.313099041533546,Warning,0,0.4705882352941176
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-16,9.0,8.05111821086262,Critical,1,0.2647058823529412
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-23,28.0,25.047923322683705,Warning,0,0.8235294117647058
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-30,25.0,22.36421725239617,Warning,0,0.7352941176470589
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-09-06,17.0,15.207667731629392,Warning,0,0.5
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-09-13,7.0,6.261980830670926,Critical,1,0.2058823529411764
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-09-20,24.0,21.46964856230032,Warning,0,0.7058823529411765
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-09-27,12.0,10.73482428115016,Critical,1,0.3529411764705882
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-10-04,12.0,10.73482428115016,Critical,1,0.3529411764705882
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-10-11,4.0,3.5782747603833864,Critical,1,0.1176470588235294
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-10-18,16.0,14.313099041533546,Warning,0,0.4705882352941176
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-10-25,16.0,14.313099041533546,Warning,0,0.4705882352941176
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-11-01,11.0,9.840255591054312,Critical,1,0.3235294117647059
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-11-08,3.0,2.68370607028754,Critical,1,0.088235294117647
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-11-15,34.0,30.415335463258785,Normal,0,1.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-11-22,34.0,30.415335463258785,Normal,0,1.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-11-29,34.0,30.415335463258785,Normal,0,1.0
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-12-06,26.0,23.25878594249201,Warning,0,0.7647058823529411
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-12-13,16.0,14.313099041533546,Warning,0,0.4705882352941176
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-12-20,11.0,9.840255591054312,Critical,1,0.3235294117647059
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-12-27,7.0,6.261980830670926,Critical,1,0.2058823529411764
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-01-03,5.0,4.472843450479233,Critical,1,0.1470588235294117
