Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Initial_Inventory,Target_Coverage_Days,Average_Daily_Demand,Review_Cycle,Beginning_Inventory,Ending_Inventory,Replenishment_Qty,Target_Inventory
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-02,1,46,21,0.4421768707482993,2,15.0,14.0,0,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-09,2,46,21,0.4421768707482993,2,14.0,12.0,0,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-16,5,46,21,0.4421768707482993,2,12.0,7.0,2,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-23,3,46,21,0.4421768707482993,3,9.0,6.0,0,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-07-30,3,46,21,0.4421768707482993,3,6.0,3.0,0,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-06,3,46,21,0.4421768707482993,3,3.0,0.0,0,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-13,2,46,21,0.4421768707482993,3,0.0,0.0,9,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-20,4,46,21,0.4421768707482993,4,9.0,5.0,0,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-27,5,46,21,0.4421768707482993,4,5.0,0.0,0,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-03,3,46,21,0.4421768707482993,4,0.0,0.0,0,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-10,2,46,21,0.4421768707482993,4,0.0,0.0,9,9
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-17,1,46,21,0.4421768707482993,5,9.0,8.0,0,9
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-04,2,97,21,0.922077922077922,0,97.0,95.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-11,0,97,21,0.922077922077922,0,95.0,95.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-18,9,97,21,0.922077922077922,0,95.0,86.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-01-25,7,97,21,0.922077922077922,0,86.0,79.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-01,0,97,21,0.922077922077922,1,79.0,79.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-08,7,97,21,0.922077922077922,1,79.0,72.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-15,5,97,21,0.922077922077922,1,72.0,67.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-02-22,1,97,21,0.922077922077922,1,67.0,66.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-01,7,97,21,0.922077922077922,2,66.0,59.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-08,6,97,21,0.922077922077922,2,59.0,53.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-15,0,97,21,0.922077922077922,2,53.0,53.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-22,4,97,21,0.922077922077922,2,53.0,49.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-03-29,1,97,21,0.922077922077922,3,49.0,48.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-05,11,97,21,0.922077922077922,3,48.0,37.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-12,8,97,21,0.922077922077922,3,37.0,29.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-19,8,97,21,0.922077922077922,3,29.0,21.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-04-26,3,97,21,0.922077922077922,4,21.0,18.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-03,4,97,21,0.922077922077922,4,18.0,14.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-10,9,97,21,0.922077922077922,4,14.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-17,6,97,21,0.922077922077922,4,5.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-24,7,97,21,0.922077922077922,5,19.0,12.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-05-31,3,97,21,0.922077922077922,5,12.0,9.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-07,4,97,21,0.922077922077922,5,9.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-14,2,97,21,0.922077922077922,5,5.0,3.0,16,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-21,3,97,21,0.922077922077922,6,19.0,16.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-06-28,2,97,21,0.922077922077922,6,16.0,14.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-05,9,97,21,0.922077922077922,6,14.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-12,12,97,21,0.922077922077922,6,5.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-19,3,97,21,0.922077922077922,7,19.0,16.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-07-26,11,97,21,0.922077922077922,7,16.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-02,0,97,21,0.922077922077922,7,5.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-09,6,97,21,0.922077922077922,7,5.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-16,4,97,21,0.922077922077922,8,19.0,15.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-23,10,97,21,0.922077922077922,8,15.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-08-30,0,97,21,0.922077922077922,8,5.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-06,7,97,21,0.922077922077922,8,5.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-13,13,97,21,0.922077922077922,9,19.0,6.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-20,9,97,21,0.922077922077922,9,6.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-09-27,6,97,21,0.922077922077922,9,0.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-04,0,97,21,0.922077922077922,9,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-11,1,97,21,0.922077922077922,10,19.0,18.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-18,0,97,21,0.922077922077922,10,18.0,18.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-10-25,0,97,21,0.922077922077922,10,18.0,18.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-01,12,97,21,0.922077922077922,10,18.0,6.0,13,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-08,7,97,21,0.922077922077922,11,19.0,12.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-15,11,97,21,0.922077922077922,11,12.0,1.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-22,16,97,21,0.922077922077922,11,1.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-11-29,6,97,21,0.922077922077922,11,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-06,5,97,21,0.922077922077922,12,19.0,14.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-13,12,97,21,0.922077922077922,12,14.0,2.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-20,9,97,21,0.922077922077922,12,2.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2015-12-27,13,97,21,0.922077922077922,12,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-03,4,97,21,0.922077922077922,13,19.0,15.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-10,6,97,21,0.922077922077922,13,15.0,9.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-17,7,97,21,0.922077922077922,13,9.0,2.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-24,4,97,21,0.922077922077922,13,2.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-01-31,7,97,21,0.922077922077922,14,19.0,12.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-07,6,97,21,0.922077922077922,14,12.0,6.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-14,3,97,21,0.922077922077922,14,6.0,3.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-21,9,97,21,0.922077922077922,14,3.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-02-28,14,97,21,0.922077922077922,15,19.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-06,1,97,21,0.922077922077922,15,5.0,4.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-13,3,97,21,0.922077922077922,15,4.0,1.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-20,0,97,21,0.922077922077922,15,1.0,1.0,18,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-03-27,12,97,21,0.922077922077922,16,19.0,7.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-04-03,12,97,21,0.922077922077922,16,7.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-04-10,12,97,21,0.922077922077922,16,0.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-04-17,14,97,21,0.922077922077922,16,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-04-24,4,97,21,0.922077922077922,17,19.0,15.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-01,4,97,21,0.922077922077922,17,15.0,11.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-08,0,97,21,0.922077922077922,17,11.0,11.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-15,8,97,21,0.922077922077922,17,11.0,3.0,16,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-22,0,97,21,0.922077922077922,18,19.0,19.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-05-29,16,97,21,0.922077922077922,18,19.0,3.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-06-05,1,97,21,0.922077922077922,18,3.0,2.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-06-12,5,97,21,0.922077922077922,18,2.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-06-19,1,97,21,0.922077922077922,19,19.0,18.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-06-26,4,97,21,0.922077922077922,19,18.0,14.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-03,15,97,21,0.922077922077922,19,14.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-10,15,97,21,0.922077922077922,19,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-17,14,97,21,0.922077922077922,20,19.0,5.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-24,18,97,21,0.922077922077922,20,5.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-07-31,5,97,21,0.922077922077922,20,0.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-07,5,97,21,0.922077922077922,20,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-14,0,97,21,0.922077922077922,21,19.0,19.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-21,0,97,21,0.922077922077922,21,19.0,19.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-28,9,97,21,0.922077922077922,21,19.0,10.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-04,7,97,21,0.922077922077922,21,10.0,3.0,16,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-11,3,97,21,0.922077922077922,22,19.0,16.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-18,1,97,21,0.922077922077922,22,16.0,15.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-25,6,97,21,0.922077922077922,22,15.0,9.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-02,9,97,21,0.922077922077922,22,9.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-09,8,97,21,0.922077922077922,23,19.0,11.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-16,7,97,21,0.922077922077922,23,11.0,4.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-23,5,97,21,0.922077922077922,23,4.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-30,2,97,21,0.922077922077922,23,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-06,4,97,21,0.922077922077922,24,19.0,15.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-13,11,97,21,0.922077922077922,24,15.0,4.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-20,14,97,21,0.922077922077922,24,4.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-27,12,97,21,0.922077922077922,24,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-04,4,97,21,0.922077922077922,25,19.0,15.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-11,4,97,21,0.922077922077922,25,15.0,11.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-18,12,97,21,0.922077922077922,25,11.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-25,0,97,21,0.922077922077922,25,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-01,9,97,21,0.922077922077922,26,19.0,10.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-08,6,97,21,0.922077922077922,26,10.0,4.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-15,4,97,21,0.922077922077922,26,4.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-22,4,97,21,0.922077922077922,26,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-29,11,97,21,0.922077922077922,27,19.0,8.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-05,12,97,21,0.922077922077922,27,8.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-12,4,97,21,0.922077922077922,27,0.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-19,8,97,21,0.922077922077922,27,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-26,13,97,21,0.922077922077922,28,19.0,6.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-05,17,97,21,0.922077922077922,28,6.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-12,7,97,21,0.922077922077922,28,0.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-19,8,97,21,0.922077922077922,28,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-26,13,97,21,0.922077922077922,29,19.0,6.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-02,3,97,21,0.922077922077922,29,6.0,3.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-09,4,97,21,0.922077922077922,29,3.0,0.0,0,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-16,4,97,21,0.922077922077922,29,0.0,0.0,19,19
P2,37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-23,6,97,21,0.922077922077922,30,19.0,13.0,0,19
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-01-11,1,101,30,1.1178571428571429,0,101.0,100.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-01-18,6,101,30,1.1178571428571429,0,100.0,94.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-01-25,33,101,30,1.1178571428571429,0,94.0,61.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-01,15,101,30,1.1178571428571429,0,61.0,46.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-08,2,101,30,1.1178571428571429,1,46.0,44.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-15,16,101,30,1.1178571428571429,1,44.0,28.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-22,3,101,30,1.1178571428571429,1,28.0,25.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-01,1,101,30,1.1178571428571429,1,25.0,24.0,10,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-08,0,101,30,1.1178571428571429,2,34.0,34.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-15,8,101,30,1.1178571428571429,2,34.0,26.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-22,26,101,30,1.1178571428571429,2,26.0,0.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-29,6,101,30,1.1178571428571429,2,0.0,0.0,34,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-05,14,101,30,1.1178571428571429,3,34.0,20.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-12,7,101,30,1.1178571428571429,3,20.0,13.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-19,15,101,30,1.1178571428571429,3,13.0,0.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-26,4,101,30,1.1178571428571429,3,0.0,0.0,34,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-03,7,101,30,1.1178571428571429,4,34.0,27.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-10,6,101,30,1.1178571428571429,4,27.0,21.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-17,4,101,30,1.1178571428571429,4,21.0,17.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-24,14,101,30,1.1178571428571429,4,17.0,3.0,31,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-31,8,101,30,1.1178571428571429,5,34.0,26.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-07,15,101,30,1.1178571428571429,5,26.0,11.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-14,0,101,30,1.1178571428571429,5,11.0,11.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-21,1,101,30,1.1178571428571429,5,11.0,10.0,24,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-28,12,101,30,1.1178571428571429,6,34.0,22.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-05,10,101,30,1.1178571428571429,6,22.0,12.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-12,19,101,30,1.1178571428571429,6,12.0,0.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-19,3,101,30,1.1178571428571429,6,0.0,0.0,34,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-26,4,101,30,1.1178571428571429,7,34.0,30.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-02,9,101,30,1.1178571428571429,7,30.0,21.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-09,5,101,30,1.1178571428571429,7,21.0,16.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-16,7,101,30,1.1178571428571429,7,16.0,9.0,25,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-23,6,101,30,1.1178571428571429,8,34.0,28.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-30,3,101,30,1.1178571428571429,8,28.0,25.0,0,34
P2,44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-09-06,8,101,30,1.1178571428571429,8,25.0,17.0,0,34
