Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Beginning_Inventory,Weekly_Capacity,Baseline_Available_Capacity,ABC_Class,Planning_Priority,Planning_Key
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-26,340,1626.0,1165,14,A,3,P1|191|2017-02-26
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-05,247,1286.0,1165,215,A,3,P1|191|2017-03-05
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-12,213,1039.0,1165,212,A,3,P1|191|2017-03-12
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-19,263,826.0,1165,122,A,3,P1|191|2017-03-19
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-26,250,1626.0,1165,235,A,3,P1|191|2017-03-26
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-02,244,1376.0,1165,253,A,3,P1|191|2017-04-02
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-09,216,1132.0,1165,224,A,3,P1|191|2017-04-09
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-16,267,916.0,1165,237,A,3,P1|191|2017-04-16
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-23,285,1626.0,1165,108,A,3,P1|191|2017-04-23
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-30,229,1341.0,1165,226,A,3,P1|191|2017-04-30
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-05-07,247,1112.0,1165,210,A,3,P1|191|2017-05-07
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-05-14,252,865.0,1165,268,A,3,P1|191|2017-05-14
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-05-21,243,1626.0,1165,226,A,3,P1|191|2017-05-21
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-05-28,240,1383.0,1165,213,A,3,P1|191|2017-05-28
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-06-04,246,1143.0,1165,194,A,3,P1|191|2017-06-04
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-06-11,207,897.0,1165,318,A,3,P1|191|2017-06-11
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-06-18,206,1626.0,1165,374,A,3,P1|191|2017-06-18
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-06-25,279,1420.0,1165,191,A,3,P1|191|2017-06-25
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-07-02,243,1141.0,1165,262,A,3,P1|191|2017-07-02
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-07-09,238,898.0,1165,186,A,3,P1|191|2017-07-09
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-07-16,232,1626.0,1165,225,A,3,P1|191|2017-07-16
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-07-23,291,1394.0,1165,174,A,3,P1|191|2017-07-23
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-07-30,279,1103.0,1165,180,A,3,P1|191|2017-07-30
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-08-06,233,824.0,1165,258,A,3,P1|191|2017-08-06
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-08-13,250,1626.0,1165,205,A,3,P1|191|2017-08-13
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-08-20,251,1376.0,1165,230,A,3,P1|191|2017-08-20
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-08-27,247,1125.0,1165,173,A,3,P1|191|2017-08-27
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-09-03,272,878.0,1165,124,A,3,P1|191|2017-09-03
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-09-10,289,1626.0,1165,199,A,3,P1|191|2017-09-10
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-09-17,223,1337.0,1165,245,A,3,P1|191|2017-09-17
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-09-24,281,1114.0,1165,270,A,3,P1|191|2017-09-24
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-10-01,278,833.0,1165,225,A,3,P1|191|2017-10-01
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-10-08,18,1626.0,1165,1017,A,3,P1|191|2017-10-08
P1,203,GoPro HERO3+ Black Edition Camera,2017-09-17,11,160.0,1165,245,C,1,P1|203|2017-09-17
P1,203,GoPro HERO3+ Black Edition Camera,2017-09-24,12,149.0,1165,270,C,1,P1|203|2017-09-24
P1,203,GoPro HERO3+ Black Edition Camera,2017-10-01,9,137.0,1165,225,C,1,P1|203|2017-10-01
P1,208,SOLE E35 Elliptical,2017-10-01,10,112.0,1165,225,C,1,P1|208|2017-10-01
P1,208,SOLE E35 Elliptical,2017-10-08,5,102.0,1165,1017,C,1,P1|208|2017-10-08
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-04-30,4,48.0,1165,226,C,1,P1|216|2017-04-30
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-05-07,2,44.0,1165,210,C,1,P1|216|2017-05-07
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-05-14,1,42.0,1165,268,C,1,P1|216|2017-05-14
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-05-21,3,41.0,1165,226,C,1,P1|216|2017-05-21
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-05-28,0,38.0,1165,213,C,1,P1|216|2017-05-28
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-06-04,3,38.0,1165,194,C,1,P1|216|2017-06-04
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-06-11,2,35.0,1165,318,C,1,P1|216|2017-06-11
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-06-18,4,33.0,1165,374,C,1,P1|216|2017-06-18
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-06-25,3,29.0,1165,191,C,1,P1|216|2017-06-25
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-07-02,3,26.0,1165,262,C,1,P1|216|2017-07-02
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-07-09,1,23.0,1165,186,C,1,P1|216|2017-07-09
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-07-16,3,22.0,1165,225,C,1,P1|216|2017-07-16
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-07-23,5,19.0,1165,174,C,1,P1|216|2017-07-23
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-07-30,4,14.0,1165,180,C,1,P1|216|2017-07-30
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-08-06,3,10.0,1165,258,C,1,P1|216|2017-08-06
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-08-13,5,7.0,1165,205,C,1,P1|216|2017-08-13
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-08-20,7,10.0,1165,230,C,1,P1|216|2017-08-20
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-08-27,3,3.0,1165,173,C,1,P1|216|2017-08-27
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-09-03,6,0.0,1165,124,C,1,P1|216|2017-09-03
P1,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-09-10,2,0.0,1165,199,C,1,P1|216|2017-09-10
P1,226,Bowflex SelectTech 1090 Dumbbells,2017-10-01,10,150.0,1165,225,C,1,P1|226|2017-10-01
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-01,2,21.0,1165,263,C,1,P1|235|2017-01-01
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-08,8,19.0,1165,150,C,1,P1|235|2017-01-08
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-15,7,11.0,1165,223,C,1,P1|235|2017-01-15
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-22,14,4.0,1165,96,C,1,P1|235|2017-01-22
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-29,0,21.0,1165,225,C,1,P1|235|2017-01-29
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-05,2,21.0,1165,169,C,1,P1|235|2017-02-05
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-12,0,19.0,1165,250,C,1,P1|235|2017-02-12
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-19,11,19.0,1165,166,C,1,P1|235|2017-02-19
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-26,3,21.0,1165,14,C,1,P1|235|2017-02-26
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-05,16,18.0,1165,215,C,1,P1|235|2017-03-05
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-12,3,2.0,1165,212,C,1,P1|235|2017-03-12
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-19,11,0.0,1165,122,C,1,P1|235|2017-03-19
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-26,17,21.0,1165,235,C,1,P1|235|2017-03-26
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-02,0,4.0,1165,253,C,1,P1|235|2017-04-02
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-09,5,4.0,1165,224,C,1,P1|235|2017-04-09
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-16,1,0.0,1165,237,C,1,P1|235|2017-04-16
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-23,3,21.0,1165,108,C,1,P1|235|2017-04-23
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-01,4,0.0,1165,263,C,1,P1|249|2017-01-01
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-08,3,21.0,1165,150,C,1,P1|249|2017-01-08
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-15,22,18.0,1165,223,C,1,P1|249|2017-01-15
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-22,11,0.0,1165,96,C,1,P1|249|2017-01-22
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-29,0,0.0,1165,225,C,1,P1|249|2017-01-29
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-02-05,5,21.0,1165,169,C,1,P1|249|2017-02-05
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-02-12,5,16.0,1165,250,C,1,P1|249|2017-02-12
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-02-19,6,11.0,1165,166,C,1,P1|249|2017-02-19
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-02-26,12,5.0,1165,14,C,1,P1|249|2017-02-26
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-03-05,6,21.0,1165,215,C,1,P1|249|2017-03-05
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-03-12,12,15.0,1165,212,C,1,P1|249|2017-03-12
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-03-19,0,3.0,1165,122,C,1,P1|249|2017-03-19
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-03-26,12,3.0,1165,235,C,1,P1|249|2017-03-26
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-04-02,3,21.0,1165,253,C,1,P1|249|2017-04-02
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-04-09,9,18.0,1165,224,C,1,P1|249|2017-04-09
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-04-16,5,9.0,1165,237,C,1,P1|249|2017-04-16
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-04-23,12,4.0,1165,108,C,1,P1|249|2017-04-23
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-04-30,13,159.0,1165,226,C,1,P1|251|2017-04-30
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-05-07,8,146.0,1165,210,C,1,P1|251|2017-05-07
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-05-14,11,138.0,1165,268,C,1,P1|251|2017-05-14
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-05-21,11,127.0,1165,226,C,1,P1|251|2017-05-21
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-05-28,4,116.0,1165,213,C,1,P1|251|2017-05-28
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-06-04,17,112.0,1165,194,C,1,P1|251|2017-06-04
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-06-11,6,95.0,1165,318,C,1,P1|251|2017-06-11
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-06-18,27,89.0,1165,374,C,1,P1|251|2017-06-18
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-06-25,5,62.0,1165,191,C,1,P1|251|2017-06-25
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-07-02,10,57.0,1165,262,C,1,P1|251|2017-07-02
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-07-09,6,47.0,1165,186,C,1,P1|251|2017-07-09
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-07-16,4,41.0,1165,225,C,1,P1|251|2017-07-16
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-07-23,8,37.0,1165,174,C,1,P1|251|2017-07-23
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-07-30,19,29.0,1165,180,C,1,P1|251|2017-07-30
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-08-06,7,10.0,1165,258,C,1,P1|251|2017-08-06
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-08-13,4,3.0,1165,205,C,1,P1|251|2017-08-13
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-08-20,14,32.0,1165,230,C,1,P1|251|2017-08-20
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-08-27,12,18.0,1165,173,C,1,P1|251|2017-08-27
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-09-03,19,6.0,1165,124,C,1,P1|251|2017-09-03
P1,251,Brooks Women's Ghost 6 Running Shoe,2017-09-10,7,0.0,1165,199,C,1,P1|251|2017-09-10
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-04-30,10,154.0,1165,226,C,1,P1|258|2017-04-30
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-05-07,5,144.0,1165,210,C,1,P1|258|2017-05-07
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-05-14,10,139.0,1165,268,C,1,P1|258|2017-05-14
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-05-21,3,129.0,1165,226,C,1,P1|258|2017-05-21
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-05-28,8,126.0,1165,213,C,1,P1|258|2017-05-28
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-06-04,6,118.0,1165,194,C,1,P1|258|2017-06-04
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-06-11,14,112.0,1165,318,C,1,P1|258|2017-06-11
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-06-18,13,98.0,1165,374,C,1,P1|258|2017-06-18
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-06-25,4,85.0,1165,191,C,1,P1|258|2017-06-25
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-07-02,8,81.0,1165,262,C,1,P1|258|2017-07-02
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-07-09,9,73.0,1165,186,C,1,P1|258|2017-07-09
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-07-16,7,64.0,1165,225,C,1,P1|258|2017-07-16
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-07-23,10,57.0,1165,174,C,1,P1|258|2017-07-23
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-07-30,13,47.0,1165,180,C,1,P1|258|2017-07-30
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-08-06,7,34.0,1165,258,C,1,P1|258|2017-08-06
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-08-13,17,27.0,1165,205,C,1,P1|258|2017-08-13
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-08-20,17,31.0,1165,230,C,1,P1|258|2017-08-20
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-08-27,13,14.0,1165,173,C,1,P1|258|2017-08-27
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-09-03,8,1.0,1165,124,C,1,P1|258|2017-09-03
P1,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,2017-09-10,24,0.0,1165,199,C,1,P1|258|2017-09-10
P1,273,Under Armour Kids' Mercenary Slide,2017-01-01,7,0.0,1165,263,C,1,P1|273|2017-01-01
P1,273,Under Armour Kids' Mercenary Slide,2017-01-08,10,20.0,1165,150,C,1,P1|273|2017-01-08
P1,273,Under Armour Kids' Mercenary Slide,2017-01-15,5,10.0,1165,223,C,1,P1|273|2017-01-15
P1,273,Under Armour Kids' Mercenary Slide,2017-01-22,3,5.0,1165,96,C,1,P1|273|2017-01-22
P1,273,Under Armour Kids' Mercenary Slide,2017-01-29,6,2.0,1165,225,C,1,P1|273|2017-01-29
P1,273,Under Armour Kids' Mercenary Slide,2017-02-05,4,20.0,1165,169,C,1,P1|273|2017-02-05
P1,273,Under Armour Kids' Mercenary Slide,2017-02-12,2,16.0,1165,250,C,1,P1|273|2017-02-12
P1,273,Under Armour Kids' Mercenary Slide,2017-02-19,4,14.0,1165,166,C,1,P1|273|2017-02-19
P1,273,Under Armour Kids' Mercenary Slide,2017-02-26,9,10.0,1165,14,C,1,P1|273|2017-02-26
P1,273,Under Armour Kids' Mercenary Slide,2017-03-05,11,20.0,1165,215,C,1,P1|273|2017-03-05
P1,273,Under Armour Kids' Mercenary Slide,2017-03-12,2,9.0,1165,212,C,1,P1|273|2017-03-12
P1,273,Under Armour Kids' Mercenary Slide,2017-03-19,0,7.0,1165,122,C,1,P1|273|2017-03-19
P1,273,Under Armour Kids' Mercenary Slide,2017-03-26,7,7.0,1165,235,C,1,P1|273|2017-03-26
P1,273,Under Armour Kids' Mercenary Slide,2017-04-02,5,20.0,1165,253,C,1,P1|273|2017-04-02
P1,273,Under Armour Kids' Mercenary Slide,2017-04-09,8,15.0,1165,224,C,1,P1|273|2017-04-09
P1,273,Under Armour Kids' Mercenary Slide,2017-04-16,6,7.0,1165,237,C,1,P1|273|2017-04-16
P1,273,Under Armour Kids' Mercenary Slide,2017-04-23,10,1.0,1165,108,C,1,P1|273|2017-04-23
P1,276,Under Armour Women's Ignite Slide,2017-01-01,0,33.0,1165,263,B,2,P1|276|2017-01-01
P1,276,Under Armour Women's Ignite Slide,2017-01-08,3,33.0,1165,150,B,2,P1|276|2017-01-08
P1,276,Under Armour Women's Ignite Slide,2017-01-15,3,30.0,1165,223,B,2,P1|276|2017-01-15
P1,276,Under Armour Women's Ignite Slide,2017-01-22,3,27.0,1165,96,B,2,P1|276|2017-01-22
P1,276,Under Armour Women's Ignite Slide,2017-01-29,0,33.0,1165,225,B,2,P1|276|2017-01-29
P1,276,Under Armour Women's Ignite Slide,2017-02-05,0,33.0,1165,169,B,2,P1|276|2017-02-05
P1,276,Under Armour Women's Ignite Slide,2017-02-12,0,33.0,1165,250,B,2,P1|276|2017-02-12
P1,276,Under Armour Women's Ignite Slide,2017-02-19,11,33.0,1165,166,B,2,P1|276|2017-02-19
P1,276,Under Armour Women's Ignite Slide,2017-02-26,7,33.0,1165,14,B,2,P1|276|2017-02-26
P1,276,Under Armour Women's Ignite Slide,2017-03-05,8,26.0,1165,215,B,2,P1|276|2017-03-05
P1,276,Under Armour Women's Ignite Slide,2017-03-12,10,18.0,1165,212,B,2,P1|276|2017-03-12
P1,276,Under Armour Women's Ignite Slide,2017-03-19,9,8.0,1165,122,B,2,P1|276|2017-03-19
P1,276,Under Armour Women's Ignite Slide,2017-03-26,2,33.0,1165,235,B,2,P1|276|2017-03-26
P1,276,Under Armour Women's Ignite Slide,2017-04-02,12,31.0,1165,253,B,2,P1|276|2017-04-02
P1,276,Under Armour Women's Ignite Slide,2017-04-09,10,19.0,1165,224,B,2,P1|276|2017-04-09
P1,276,Under Armour Women's Ignite Slide,2017-04-16,6,9.0,1165,237,B,2,P1|276|2017-04-16
P1,276,Under Armour Women's Ignite Slide,2017-04-23,2,33.0,1165,108,B,2,P1|276|2017-04-23
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-01,4,20.0,1165,263,C,1,P1|278|2017-01-01
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-08,7,16.0,1165,150,C,1,P1|278|2017-01-08
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-15,0,9.0,1165,223,C,1,P1|278|2017-01-15
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-22,7,9.0,1165,96,C,1,P1|278|2017-01-22
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-29,8,20.0,1165,225,C,1,P1|278|2017-01-29
P1,278,Under Armour Men's Compression EV SL Slide,2017-02-05,0,12.0,1165,169,C,1,P1|278|2017-02-05
P1,278,Under Armour Men's Compression EV SL Slide,2017-02-12,3,12.0,1165,250,C,1,P1|278|2017-02-12
P1,278,Under Armour Men's Compression EV SL Slide,2017-02-19,1,9.0,1165,166,C,1,P1|278|2017-02-19
P1,278,Under Armour Men's Compression EV SL Slide,2017-02-26,11,20.0,1165,14,C,1,P1|278|2017-02-26
P1,278,Under Armour Men's Compression EV SL Slide,2017-03-05,3,9.0,1165,215,C,1,P1|278|2017-03-05
P1,278,Under Armour Men's Compression EV SL Slide,2017-03-12,5,6.0,1165,212,C,1,P1|278|2017-03-12
P1,278,Under Armour Men's Compression EV SL Slide,2017-03-19,12,1.0,1165,122,C,1,P1|278|2017-03-19
P1,278,Under Armour Men's Compression EV SL Slide,2017-03-26,2,20.0,1165,235,C,1,P1|278|2017-03-26
P1,278,Under Armour Men's Compression EV SL Slide,2017-04-02,11,18.0,1165,253,C,1,P1|278|2017-04-02
P1,278,Under Armour Men's Compression EV SL Slide,2017-04-09,8,7.0,1165,224,C,1,P1|278|2017-04-09
P1,278,Under Armour Men's Compression EV SL Slide,2017-04-16,6,0.0,1165,237,C,1,P1|278|2017-04-16
P1,278,Under Armour Men's Compression EV SL Slide,2017-04-23,3,20.0,1165,108,C,1,P1|278|2017-04-23
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-01,3,0.0,1165,263,C,1,P1|282|2017-01-01
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-08,6,21.0,1165,150,C,1,P1|282|2017-01-08
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-15,5,15.0,1165,223,C,1,P1|282|2017-01-15
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-22,0,10.0,1165,96,C,1,P1|282|2017-01-22
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-29,9,10.0,1165,225,C,1,P1|282|2017-01-29
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-02-05,7,21.0,1165,169,C,1,P1|282|2017-02-05
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-02-12,12,14.0,1165,250,C,1,P1|282|2017-02-12
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-02-19,6,2.0,1165,166,C,1,P1|282|2017-02-19
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-02-26,8,0.0,1165,14,C,1,P1|282|2017-02-26
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-03-05,0,21.0,1165,215,C,1,P1|282|2017-03-05
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-03-12,4,21.0,1165,212,C,1,P1|282|2017-03-12
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-03-19,4,17.0,1165,122,C,1,P1|282|2017-03-19
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-03-26,7,13.0,1165,235,C,1,P1|282|2017-03-26
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-04-02,1,21.0,1165,253,C,1,P1|282|2017-04-02
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-04-09,4,20.0,1165,224,C,1,P1|282|2017-04-09
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-04-16,9,16.0,1165,237,C,1,P1|282|2017-04-16
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-04-23,10,7.0,1165,108,C,1,P1|282|2017-04-23
P1,359,Nike Men's Free TR 5.0 TB Training Shoe,2017-04-30,9,154.0,1165,226,C,1,P1|359|2017-04-30
P1,359,Nike Men's Free TR 5.0 TB Training Shoe,2017-05-07,17,145.0,1165,210,C,1,P1|359|2017-05-07
