Aggregation_Level,Scenario,Plant_ID,Order_Date,Total_Scenario_Demand,Total_Net_Demand,Total_Allocated_Qty,Total_Backlog,Total_Scenario_Capacity,Remaining_Capacity,Capacity_Gap,Service_Level,Capacity_Utilization,Allocation_Rate,Service_Risk,Capacity_Risk,Performance_Status,Status_Reason,Baseline_Scenario,Service_Level_Change,Capacity_Utilization_Change,Backlog_Change,Allocation_Rate_Change
Scenario × Week,Baseline,,2017-01-22,2728.0,131.0,131.0,0.0,3161.0,3030.0,3030.0,1.0,0.041442581461562794,0.048020527859237536,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-01-29,2638.0,17.0,17.0,0.0,3161.0,3144.0,3144.0,1.0,0.005378044922492882,0.006444275966641395,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-02-05,2795.0,14.0,14.0,0.0,3161.0,3147.0,3147.0,1.0,0.004428978171464726,0.005008944543828265,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-02-12,2670.0,87.0,87.0,0.0,3161.0,3074.0,3074.0,1.0,0.027522935779816515,0.03258426966292135,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-02-19,2670.0,151.0,151.0,0.0,3161.0,3010.0,3010.0,1.0,0.047769693135083835,0.05655430711610487,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-02-26,2906.0,39.0,39.0,0.0,3161.0,3122.0,3122.0,1.0,0.012337867763366024,0.013420509291121816,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-03-05,2654.0,25.0,25.0,0.0,3161.0,3136.0,3136.0,1.0,0.007908889591901298,0.009419743782969104,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-03-12,2701.0,54.0,54.0,0.0,3161.0,3107.0,3107.0,1.0,0.017083201518506803,0.01999259533506109,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-03-19,2672.0,182.0,182.0,0.0,3161.0,2979.0,2979.0,1.0,0.057576716229041446,0.06811377245508982,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-03-26,2510.0,19.0,19.0,0.0,3161.0,3142.0,3142.0,1.0,0.0060107560898449855,0.007569721115537849,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-04-02,2634.0,31.0,31.0,0.0,3161.0,3130.0,3130.0,1.0,0.009807023093957609,0.011769172361427487,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-04-09,2637.0,96.0,96.0,0.0,3161.0,3065.0,3065.0,1.0,0.03037013603290098,0.03640500568828214,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-04-16,2551.0,134.0,134.0,0.0,3161.0,3027.0,3027.0,1.0,0.04239164821259095,0.052528420227361816,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-04-23,2712.0,40.0,40.0,0.0,3161.0,3121.0,3121.0,1.0,0.012654223347042075,0.014749262536873156,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-04-30,2556.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-05-07,2554.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-05-14,2414.0,33.0,33.0,0.0,3161.0,3128.0,3128.0,1.0,0.010439734261309713,0.013670256835128418,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-05-21,2451.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-05-28,2450.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-06-04,2601.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-06-11,2311.0,6.0,6.0,0.0,3161.0,3155.0,3155.0,1.0,0.0018981335020563112,0.0025962786672436176,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-06-18,2242.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-06-25,2523.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-07-02,2505.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-07-09,2520.0,5.0,5.0,0.0,3161.0,3156.0,3156.0,1.0,0.0015817779183802593,0.001984126984126984,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-07-16,2404.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-07-23,2597.0,1.0,1.0,0.0,3161.0,3160.0,3160.0,1.0,0.00031635558367605187,0.0003850596842510589,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-07-30,2409.0,9.0,9.0,0.0,3161.0,3152.0,3152.0,1.0,0.002847200253084467,0.0037359900373599006,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-08-06,2495.0,59.0,59.0,0.0,3161.0,3102.0,3102.0,1.0,0.01866497943688706,0.023647294589178358,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-08-13,2462.0,37.0,37.0,0.0,3161.0,3124.0,3124.0,1.0,0.01170515659601392,0.015028432168968318,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-08-20,2425.0,1.0,1.0,0.0,3161.0,3160.0,3160.0,1.0,0.00031635558367605187,0.0004123711340206186,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-08-27,2572.0,39.0,39.0,0.0,3161.0,3122.0,3122.0,1.0,0.012337867763366024,0.015163297045101089,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-09-03,2652.0,134.0,134.0,0.0,3161.0,3027.0,3027.0,1.0,0.04239164821259095,0.05052790346907994,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-09-10,2469.0,119.0,119.0,0.0,3161.0,3042.0,3042.0,1.0,0.037646314457450175,0.048197650870797894,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-09-17,2381.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-09-24,2413.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-10-01,2398.0,23.0,23.0,0.0,3161.0,3138.0,3138.0,1.0,0.007276178424549193,0.009591326105087573,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-10-08,582.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-10-15,479.0,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-10-22,480.0,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-10-29,479.0,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-11-05,480.0,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-11-12,479.0,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-11-19,480.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-11-26,479.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-12-03,480.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-12-10,479.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-12-17,480.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-12-24,479.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Baseline,,2017-12-31,480.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-01-01,2602.0,35.0,35.0,0.0,2811.5,2776.5,2776.5,1.0,0.01244887070958563,0.013451191391237509,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-01-08,2539.0,41.0,41.0,0.0,2811.5,2770.5,2770.5,1.0,0.01458296283122888,0.016148089799133517,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-01-15,2636.0,70.0,70.0,0.0,2811.5,2741.5,2741.5,1.0,0.02489774141917126,0.026555386949924126,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-01-22,2728.0,131.0,131.0,0.0,2811.5,2680.5,2680.5,1.0,0.04659434465587765,0.048020527859237536,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-01-29,2638.0,17.0,17.0,0.0,2811.5,2794.5,2794.5,1.0,0.006046594344655877,0.006444275966641395,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-02-05,2795.0,14.0,14.0,0.0,2811.5,2797.5,2797.5,1.0,0.004979548283834252,0.005008944543828265,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-02-12,2670.0,87.0,87.0,0.0,2811.5,2724.5,2724.5,1.0,0.030944335763827137,0.03258426966292135,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-02-19,2670.0,151.0,151.0,0.0,2811.5,2660.5,2660.5,1.0,0.05370798506135515,0.05655430711610487,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-02-26,2906.0,39.0,39.0,0.0,2811.5,2772.5,2772.5,1.0,0.01387159879068113,0.013420509291121816,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-03-05,2654.0,25.0,25.0,0.0,2811.5,2786.5,2786.5,1.0,0.008892050506846879,0.009419743782969104,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-03-12,2701.0,54.0,54.0,0.0,2811.5,2757.5,2757.5,1.0,0.019206829094789258,0.01999259533506109,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-03-19,2672.0,182.0,182.0,0.0,2811.5,2629.5,2629.5,1.0,0.06473412768984528,0.06811377245508982,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-03-26,2510.0,19.0,19.0,0.0,2811.5,2792.5,2792.5,1.0,0.006757958385203628,0.007569721115537849,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-04-02,2634.0,31.0,31.0,0.0,2811.5,2780.5,2780.5,1.0,0.01102614262849013,0.011769172361427487,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-04-09,2637.0,96.0,96.0,0.0,2811.5,2715.5,2715.5,1.0,0.03414547394629201,0.03640500568828214,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-04-16,2551.0,134.0,134.0,0.0,2811.5,2677.5,2677.5,1.0,0.047661390716699274,0.052528420227361816,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-04-23,2712.0,40.0,40.0,0.0,2811.5,2771.5,2771.5,1.0,0.014227280810955006,0.014749262536873156,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-04-30,2556.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-05-07,2554.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-05-14,2414.0,33.0,33.0,0.0,2811.5,2778.5,2778.5,1.0,0.01173750666903788,0.013670256835128418,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-05-21,2451.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-05-28,2450.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-06-04,2601.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-06-11,2311.0,6.0,6.0,0.0,2811.5,2805.5,2805.5,1.0,0.002134092121643251,0.0025962786672436176,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-06-18,2242.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-06-25,2523.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-07-02,2505.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-07-09,2520.0,5.0,5.0,0.0,2811.5,2806.5,2806.5,1.0,0.0017784101013693758,0.001984126984126984,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-07-16,2404.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-07-23,2597.0,1.0,1.0,0.0,2811.5,2810.5,2810.5,1.0,0.00035568202027387515,0.0003850596842510589,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-07-30,2409.0,9.0,9.0,0.0,2811.5,2802.5,2802.5,1.0,0.0032011381824648766,0.0037359900373599006,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-08-06,2495.0,59.0,59.0,0.0,2811.5,2752.5,2752.5,1.0,0.020985239196158634,0.023647294589178358,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-08-13,2462.0,37.0,37.0,0.0,2811.5,2774.5,2774.5,1.0,0.01316023475013338,0.015028432168968318,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-08-20,2425.0,1.0,1.0,0.0,2811.5,2810.5,2810.5,1.0,0.00035568202027387515,0.0004123711340206186,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-08-27,2572.0,39.0,39.0,0.0,2811.5,2772.5,2772.5,1.0,0.01387159879068113,0.015163297045101089,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-09-03,2652.0,134.0,134.0,0.0,2811.5,2677.5,2677.5,1.0,0.047661390716699274,0.05052790346907994,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-09-10,2469.0,119.0,119.0,0.0,2811.5,2692.5,2692.5,1.0,0.04232616041259114,0.048197650870797894,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-09-17,2381.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-09-24,2413.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-10-01,2398.0,23.0,23.0,0.0,2811.5,2788.5,2788.5,1.0,0.008180686466299129,0.009591326105087573,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-10-08,582.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-10-15,479.0,0.0,0.0,0.0,1728.5,1728.5,1728.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-10-22,480.0,0.0,0.0,0.0,1728.5,1728.5,1728.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-10-29,479.0,0.0,0.0,0.0,1728.5,1728.5,1728.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-11-05,480.0,0.0,0.0,0.0,1728.5,1728.5,1728.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-11-12,479.0,0.0,0.0,0.0,1728.5,1728.5,1728.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-11-19,480.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-11-26,479.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-12-03,480.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-12-10,479.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-12-17,480.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-12-24,479.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Capacity_Disruption_P1_30pct,,2017-12-31,480.0,0.0,0.0,0.0,2811.5,2811.5,2811.5,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-01-01,2862.2,43.900000000000006,43.900000000000006,0.0,3161.0,3117.1,3117.1,1.0,0.01388801012337868,0.01533785200195654,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-01-08,2792.9,48.7,48.7,0.0,3161.0,3112.3,3112.3,1.0,0.015406516925023728,0.017437072576891404,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-01-15,2899.6,84.60000000000001,84.60000000000001,0.0,3161.0,3076.4,3076.4,1.0,0.026763682378993993,0.029176438129397162,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-01-22,3000.8000000000006,150.60000000000002,150.60000000000002,0.0,3161.0,3010.4,3010.4,1.0,0.04764315090161342,0.05018661690215942,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
